Luz,Intensidade,V0,sV0,Metodo
4055.0,20.0,-1.3863863863863863,0.07216878364870323,1.0
4055.0,20.0,-0.5745072443143763,0.07216878364870323,2.0
4055.0,20.0,-0.75,0.07216878364870323,4.0
4055.0,40.0,-1.5365365365365364,0.07216878364870323,1.0
4055.0,40.0,-0.5383491523166343,0.07216878364870323,2.0
4055.0,40.0,-0.75,0.07216878364870323,4.0
4055.0,60.0,-1.9369369369369371,0.07216878364870323,1.0
4055.0,60.0,-0.5085318449439156,0.07216878364870323,2.0
4055.0,60.0,-1.0,0.07216878364870323,4.0
4055.0,100.0,-2.1471471471471473,0.07216878364870323,1.0
4055.0,100.0,-0.48150872478975415,0.07216878364870323,2.0
4055.0,100.0,-1.0,0.07216878364870323,4.0
4055.0,,-2.1571571571571577,0.3320950626564895,3.0
4370.0,20.0,-1.866866866866867,0.07216878364870323,1.0
4370.0,20.0,-0.432731686294022,0.07216878364870323,2.0
4370.0,20.0,-1.0,0.07216878364870323,4.0
4370.0,40.0,-2.0770770770770772,0.07216878364870323,1.0
4370.0,40.0,-0.3997436878656397,0.07216878364870323,2.0
4370.0,40.0,-1.0,0.07216878364870323,4.0
4370.0,60.0,-3.5085085085085086,0.43301270189221935,1.0
4370.0,60.0,,,2.0
4370.0,60.0,-2.5,0.43301270189221935,4.0
4370.0,80.0,-2.0770770770770772,0.07216878364870323,1.0
4370.0,80.0,-0.5247276605022416,0.07216878364870323,2.0
4370.0,80.0,-1.0,0.07216878364870323,4.0
4370.0,100.0,-2.1271271271271273,0.07216878364870323,1.0
4370.0,100.0,-0.5275671651888423,0.07216878364870323,2.0
4370.0,100.0,-1.0,0.07216878364870323,4.0
4370.0,,-2.1871871871871873,0.0,3.0
5470.0,20.0,-1.5765765765765765,0.07216878364870323,1.0
5470.0,20.0,-0.3528306996636898,0.07216878364870323,2.0
5470.0,20.0,-0.5,0.07216878364870323,4.0
5470.0,40.0,-1.816816816816817,0.07216878364870323,1.0
5470.0,40.0,-0.3242657825414863,0.07216878364870323,2.0
5470.0,40.0,-0.75,0.07216878364870323,4.0
5470.0,60.0,-1.876876876876877,0.07216878364870323,1.0
5470.0,60.0,-0.32204424709801555,0.07216878364870323,2.0
5470.0,60.0,-0.75,0.07216878364870323,4.0
5470.0,80.0,-1.9069069069069071,0.07216878364870323,1.0
5470.0,80.0,-0.3204515277014012,0.07216878364870323,2.0
5470.0,80.0,-0.75,0.07216878364870323,4.0
5470.0,100.0,-1.856856856856857,0.07216878364870323,1.0
5470.0,100.0,-0.3199155651417688,0.07216878364870323,2.0
5470.0,100.0,-0.75,0.07216878364870323,4.0
5470.0,,,0.07216878364870323,3.0
5780.0,20.0,-1.7067067067067065,0.07216878364870323,1.0
5780.0,20.0,-0.33205800121820006,0.07216878364870323,2.0
5780.0,20.0,-0.5,0.07216878364870323,4.0
5780.0,40.0,-1.886886886886887,0.07216878364870323,1.0
5780.0,40.0,-0.30845966361085353,0.07216878364870323,2.0
5780.0,40.0,-0.75,0.07216878364870323,4.0
5780.0,60.0,-1.8968968968968971,0.07216878364870323,1.0
5780.0,60.0,-0.30699024729092506,0.07216878364870323,2.0
5780.0,60.0,-0.75,0.07216878364870323,4.0
5780.0,80.0,-1.7767767767767766,0.07216878364870323,1.0
5780.0,80.0,-0.3064681970374894,0.07216878364870323,2.0
5780.0,80.0,-0.75,0.07216878364870323,4.0
5780.0,100.0,-1.7067067067067065,0.07216878364870323,1.0
5780.0,100.0,-0.30535130681876826,0.07216878364870323,2.0
5780.0,100.0,-0.75,0.07216878364870323,4.0
5780.0,,-1.539039039039039,0.5865633119974724,3.0
6900.0,20.0,0.1451451451451451,0.07216878364870323,1.0
6900.0,20.0,-0.2389251381855608,0.07216878364870323,2.0
6900.0,20.0,,,4.0
6900.0,40.0,-0.01501501501501501,0.07216878364870323,1.0
6900.0,40.0,-0.27810744991595066,0.07216878364870323,2.0
6900.0,40.0,,,4.0
6900.0,60.0,0.07507507507507505,0.07216878364870323,1.0
6900.0,60.0,-0.27794727183732637,0.07216878364870323,2.0
6900.0,60.0,,,4.0
6900.0,80.0,0.03503503503503502,0.07216878364870323,1.0
6900.0,80.0,-0.2783159819273814,0.07216878364870323,2.0
6900.0,80.0,,,4.0
6900.0,100.0,0.005005005005005003,0.07216878364870323,1.0
6900.0,100.0,-0.26110049610696684,0.07216878364870323,2.0
6900.0,100.0,,,4.0
6900.0,,-0.09509509509509506,0.08925202452516016,3.0
