Tensao [V];Corrente [A]
-10;-1,492056E-09
-9,95;-1,44233E-09
-9,9;-1,413556E-09
-9,85;-1,388604E-09
-9,8;-1,368236E-09
-9,75;-1,348222E-09
-9,7;-1,329045E-09
-9,65;-1,321325E-09
-9,6;-1,305722E-09
-9,55;-1,295535E-09
-9,5;-1,283376E-09
-9,45;-1,272726E-09
-9,4;-1,262463E-09
-9,35;-1,242744E-09
-9,3;-1,231061E-09
-9,25;-1,2211E-09
-9,2;-1,212997E-09
-9,15;-1,201297E-09
-9,1;-1,189286E-09
-9,05;-1,185185E-09
-9;-1,172018E-09
-8,95;-1,158287E-09
-8,9;-1,143703E-09
-8,85;-1,132462E-09
-8,8;-1,125838E-09
-8,75;-1,111643E-09
-8,7;-1,100915E-09
-8,65;-1,093404E-09
-8,6;-1,093661E-09
-8,55;-1,083562E-09
-8,5;-1,072987E-09
-8,45;-1,066373E-09
-8,4;-1,059195E-09
-8,35;-1,048297E-09
-8,3;-1,036093E-09
-8,25;-1,027896E-09
-8,2;-1,024121E-09
-8,15;-1,013473E-09
-8,1;-1,002686E-09
-8,05;-9,91316E-10
-8;-9,845867E-10
-7,95;-9,72096E-10
-7,9;-9,569961E-10
-7,85;-9,473821E-10
-7,8;-9,385227E-10
-7,75;-9,331151E-10
-7,7;-9,214823E-10
-7,65;-9,128451E-10
-7,6;-9,058106E-10
-7,55;-8,975905E-10
-7,5;-8,840933E-10
-7,45;-8,703098E-10
-7,4;-8,65382E-10
-7,35;-8,539473E-10
-7,3;-8,394854E-10
-7,25;-8,29023E-10
-7,2;-8,213629E-10
-7,15;-8,163928E-10
-7,1;-8,065676E-10
-7,05;-7,932006E-10
-7;-7,853462E-10
-6,95;-7,727211E-10
-6,9;-7,658099E-10
-6,85;-7,4653E-10
-6,8;-7,394956E-10
-6,75;-7,299361E-10
-6,7;-7,230536E-10
-6,65;-7,135486E-10
-6,6;-7,098605E-10
-6,55;-7,017268E-10
-6,5;-6,916837E-10
-6,45;-6,74735E-10
-6,4;-6,681722E-10
-6,35;-6,565176E-10
-6,3;-6,512417E-10
-6,25;-6,355206E-10
-6,2;-6,269491E-10
-6,15;-6,166102E-10
-6,1;-6,066277E-10
-6,05;-5,945348E-10
-6;-5,810729E-10
-5,95;-5,732449E-10
-5,9;-5,635025E-10
-5,85;-5,521904E-10
-5,8;-5,414489E-10
-5,75;-5,327577E-10
-5,7;-5,231883E-10
-5,65;-5,086375E-10
-5,6;-4,968227E-10
-5,55;-4,849766E-10
-5,5;-4,761299E-10
-5,45;-4,631863E-10
-5,4;-4,524946E-10
-5,35;-4,474106E-10
-5,3;-4,410191E-10
-5,25;-4,326324E-10
-5,2;-4,217432E-10
-5,15;-4,144325E-10
-5,1;-4,054927E-10
-5,05;-3,900332E-10
-5;-3,748483E-10
-4,95;-3,687484E-10
-4,9;-3,583797E-10
-4,85;-3,518266E-10
-4,8;-3,347736E-10
-4,75;-3,253623E-10
-4,7;-3,15077E-10
-4,65;-3,109016E-10
-4,6;-2,982289E-10
-4,55;-2,837522E-10
-4,5;-2,751605E-10
-4,45;-2,677644E-10
-4,4;-2,54039E-10
-4,35;-2,484353E-10
-4,3;-2,381539E-10
-4,25;-2,283099E-10
-4,2;-2,096981E-10
-4,15;-2,063755E-10
-4,1;-1,94117E-10
-4,05;-1,853062E-10
-4;-1,702462E-10
-3,95;-1,612013E-10
-3,9;-1,508806E-10
-3,85;-1,404226E-10
-3,8;-1,270625E-10
-3,75;-1,115048E-10
-3,7;-1,031474E-10
-3,65;-9,235111E-11
-3,6;-7,727383E-11
-3,55;-6,517725E-11
-3,5;-5,533573E-11
-3,45;-4,744658E-11
-3,4;-3,531198E-11
-3,35;-2,36051E-11
-3,3;-1,259069E-11
-3,25;-5,39155E-12
-3,2;1,335053E-11
-3,15;2,749542E-11
-3,1;3,856524E-11
-3,05;4,678299E-11
-3;5,571653E-11
-2,95;7,118268E-11
-2,9;8,506403E-11
-2,85;9,271803E-11
-2,8;1,044559E-10
-2,75;1,212333E-10
-2,7;1,352152E-10
-2,65;1,418508E-10
-2,6;1,53211E-10
-2,55;1,688243E-10
-2,5;1,811969E-10
-2,45;1,890825E-10
-2,4;2,015152E-10
-2,35;2,172914E-10
-2,3;2,314632E-10
-2,25;2,39778E-10
-2,2;2,548838E-10
-2,15;2,662867E-10
-2,1;2,829676E-10
-2,05;2,830619E-10
-2;2,973931E-10
-1,95;3,115173E-10
-1,9;3,313059E-10
-1,85;3,432655E-10
-1,8;3,528967E-10
-1,75;3,66024E-10
-1,7;3,824158E-10
-1,65;3,926225E-10
-1,6;4,02734E-10
-1,55;4,153749E-10
-1,5;4,32922E-10
-1,45;4,45693E-10
-1,4;4,57682E-10
-1,35;4,733641E-10
-1,3;4,891048E-10
-1,25;5,066642E-10
-1,2;5,098765E-10
-1,15;5,249197E-10
-1,1;5,37257E-10
-1,05;5,545721E-10
-1;5,626837E-10
-0,95;5,784646E-10
-0,9;5,976077E-10
-0,85;6,136874E-10
-0,8;6,244691E-10
-0,75;6,387225E-10
-0,7;6,618384E-10
-0,65;6,864911E-10
-0,6;7,152007E-10
-0,55;7,601467E-10
-0,5;8,421038E-10
-0,45;9,720793E-10
-0,4;1,154335E-09
-0,35;1,41938E-09
-0,3;1,822175E-09
-0,25;2,552618E-09
-0,2;3,015726E-09
-0,15;3,851727E-09
-0,1;4,738831E-09
-0,05;5,732447E-09
0;7,140587E-09
0,05;8,146038E-09
0,1;9,34573E-09
0,15;1,06644E-08
0,2;1,18915E-08
0,25;1,326447E-08
0,3;1,467377E-08
0,35;1,621682E-08
0,4;1,749822E-08
0,45;1,897578E-08
0,5;2,041415E-08
0,55;2,269452E-08
0,6;2,405884E-08
0,65;2,566103E-08
0,7;2,729415E-08
0,75;2,901645E-08
0,8;3,068622E-08
0,85;3,218546E-08
0,9;3,394726E-08
0,95;3,531533E-08
1;3,704425E-08
1,05;3,840759E-08
1,1;4,051205E-08
1,15;4,215085E-08
1,2;4,381849E-08
1,25;4,512137E-08
1,3;4,678953E-08
1,35;4,808863E-08
1,4;4,942369E-08
1,45;5,090539E-08
1,5;5,283471E-08
1,55;5,390135E-08
1,6;5,552598E-08
1,65;5,678761E-08
1,7;5,831138E-08
1,75;5,948025E-08
1,8;6,072971E-08
1,85;6,189758E-08
1,9;6,326275E-08
1,95;6,431624E-08
2;6,611767E-08
2,05;6,672542E-08
2,1;6,863029E-08
2,15;6,94107E-08
2,2;7,048723E-08
2,25;7,186808E-08
2,3;7,267471E-08
2,35;7,415363E-08
2,4;7,480318E-08
2,45;7,682411E-08
2,5;7,677071E-08
2,55;7,886926E-08
2,6;7,897862E-08
2,65;8,089982E-08
2,7;8,111995E-08
2,75;8,301151E-08
2,8;8,341024E-08
2,85;8,4799E-08
2,9;8,535687E-08
2,95;8,642502E-08
3;8,80207E-08
3,05;8,867735E-08
3,1;8,948491E-08
3,15;9,047235E-08
3,2;9,121513E-08
3,25;9,227196E-08
3,3;9,314528E-08
3,35;9,362164E-08
3,4;9,499312E-08
3,45;9,504392E-08
3,5;9,649987E-08
3,55;9,75675E-08
3,6;9,825154E-08
3,65;9,79038E-08
3,7;9,97665E-08
3,75;9,992721E-08
3,8;1,013117E-07
3,85;1,019048E-07
3,9;1,021486E-07
3,95;1,036668E-07
4;1,04133E-07
4,05;1,050612E-07
4,1;1,056646E-07
4,15;1,059196E-07
4,2;1,073744E-07
4,25;1,082477E-07
4,3;1,087053E-07
4,35;1,103444E-07
4,4;1,103754E-07
4,45;1,110186E-07
4,5;1,115204E-07
4,55;1,125359E-07
4,6;1,134048E-07
4,65;1,144017E-07
4,7;1,154816E-07
4,75;1,156901E-07
4,8;1,160084E-07
4,85;1,174537E-07
4,9;1,164859E-07
4,95;1,186898E-07
5;1,185788E-07
5,05;1,205439E-07
5,1;1,200401E-07
5,15;1,212258E-07
5,2;1,210466E-07
5,25;1,223698E-07
5,3;1,223648E-07
5,35;1,240722E-07
5,4;1,23607E-07
5,45;1,253415E-07
5,5;1,250322E-07
5,55;1,251406E-07
5,6;1,265884E-07
5,65;1,259663E-07
5,7;1,276383E-07
5,75;1,275836E-07
5,8;1,292565E-07
5,85;1,282326E-07
5,9;1,294088E-07
5,95;1,291963E-07
6;1,295457E-07
6,05;1,296453E-07
6,1;1,30993E-07
6,15;1,317485E-07
6,2;1,314638E-07
6,25;1,324295E-07
6,3;1,326761E-07
6,35;1,329496E-07
6,4;1,332889E-07
6,45;1,336451E-07
6,5;1,348265E-07
6,55;1,345825E-07
6,6;1,35821E-07
6,65;1,356787E-07
6,7;1,364052E-07
6,75;1,359223E-07
6,8;1,370866E-07
6,85;1,375564E-07
6,9;1,37626E-07
6,95;1,38533E-07
7;1,378288E-07
7,05;1,381202E-07
7,1;1,386116E-07
7,15;1,394066E-07
7,2;1,391129E-07
7,25;1,399057E-07
7,3;1,405394E-07
7,35;1,409417E-07
7,4;1,408355E-07
7,45;1,411117E-07
7,5;1,415172E-07
7,55;1,42083E-07
7,6;1,411274E-07
7,65;1,436051E-07
7,7;1,422112E-07
7,75;1,436657E-07
7,8;1,431227E-07
7,85;1,435977E-07
7,9;1,432056E-07
7,95;1,446958E-07
8;1,446852E-07
8,05;1,457247E-07
8,1;1,445108E-07
8,15;1,467057E-07
8,2;1,453381E-07
8,25;1,46237E-07
8,3;1,45435E-07
8,35;1,473204E-07
8,4;1,467129E-07
8,45;1,477289E-07
8,5;1,473503E-07
8,55;1,478935E-07
8,6;1,4793E-07
8,65;1,479967E-07
8,7;1,486067E-07
8,75;1,493118E-07
8,8;1,483496E-07
8,85;1,497874E-07
8,9;1,491851E-07
8,95;1,504348E-07
9;1,49641E-07
9,05;1,501276E-07
9,1;1,503484E-07
9,15;1,511459E-07
9,2;1,516334E-07
9,25;1,514631E-07
9,3;1,516211E-07
9,35;1,510233E-07
9,4;1,516968E-07
9,45;1,526367E-07
9,5;1,521671E-07
9,55;1,531302E-07
9,6;1,531019E-07
9,65;1,536001E-07
9,7;1,53897E-07
9,75;1,536198E-07
9,8;1,544488E-07
9,85;1,526335E-07
9,9;1,553733E-07
9,95;1,539143E-07
10;1,556123E-07
