Tensao [V];Corrente [A]
-10;-1,245227E-09
-9,95;-1,221387E-09
-9,9;-1,206244E-09
-9,85;-1,185885E-09
-9,8;-1,174198E-09
-9,75;-1,161062E-09
-9,7;-1,15059E-09
-9,65;-1,139789E-09
-9,6;-1,129483E-09
-9,55;-1,120933E-09
-9,5;-1,110885E-09
-9,45;-1,097355E-09
-9,4;-1,089533E-09
-9,35;-1,073582E-09
-9,3;-1,06977E-09
-9,25;-1,05512E-09
-9,2;-1,048814E-09
-9,15;-1,038149E-09
-9,1;-1,03095E-09
-9,05;-1,021569E-09
-9;-1,011402E-09
-8,95;-1,003218E-09
-8,9;-9,93106E-10
-8,85;-9,85799E-10
-8,8;-9,761371E-10
-8,75;-9,687305E-10
-8,7;-9,611348E-10
-8,65;-9,514729E-10
-8,6;-9,440401E-10
-8,55;-9,355267E-10
-8,5;-9,283213E-10
-8,45;-9,207349E-10
-8,4;-9,084645E-10
-8,35;-9,023485E-10
-8,3;-8,929261E-10
-8,25;-8,854584E-10
-8,2;-8,748087E-10
-8,15;-8,688514E-10
-8,1;-8,60258E-10
-8,05;-8,536538E-10
-8;-8,437598E-10
-7,95;-8,362045E-10
-7,9;-8,271258E-10
-7,85;-8,176832E-10
-7,8;-8,066288E-10
-7,75;-7,98275E-10
-7,7;-7,916894E-10
-7,65;-7,84977E-10
-7,6;-7,768681E-10
-7,55;-7,711246E-10
-7,5;-7,638084E-10
-7,45;-7,570544E-10
-7,4;-7,459363E-10
-7,35;-7,374965E-10
-7,3;-7,282174E-10
-7,25;-7,197938E-10
-7,2;-7,110271E-10
-7,15;-7,036287E-10
-7,1;-6,956309E-10
-7,05;-6,87388E-10
-7;-6,800223E-10
-6,95;-6,698729E-10
-6,9;-6,629348E-10
-6,85;-6,534756E-10
-6,8;-6,431058E-10
-6,75;-6,354571E-10
-6,7;-6,260564E-10
-6,65;-6,207054E-10
-6,6;-6,122389E-10
-6,55;-6,056936E-10
-6,5;-5,99237E-10
-6,45;-5,92148E-10
-6,4;-5,832256E-10
-6,35;-5,717463E-10
-6,3;-5,635988E-10
-6,25;-5,563712E-10
-6,2;-5,478927E-10
-6,15;-5,412849E-10
-6,1;-5,327126E-10
-6,05;-5,273041E-10
-6;-5,188488E-10
-5,95;-5,133372E-10
-5,9;-5,043365E-10
-5,85;-4,950614E-10
-5,8;-4,84959E-10
-5,75;-4,753625E-10
-5,7;-4,678347E-10
-5,65;-4,60259E-10
-5,6;-4,524996E-10
-5,55;-4,44395E-10
-5,5;-4,370523E-10
-5,45;-4,2977E-10
-5,4;-4,210168E-10
-5,35;-4,109771E-10
-5,3;-4,027455E-10
-5,25;-3,929712E-10
-5,2;-3,842401E-10
-5,15;-3,767841E-10
-5,1;-3,686129E-10
-5,05;-3,611536E-10
-5;-3,528186E-10
-4,95;-3,450495E-10
-4,9;-3,362189E-10
-4,85;-3,266719E-10
-4,8;-3,157518E-10
-4,75;-3,042959E-10
-4,7;-2,952243E-10
-4,65;-2,846227E-10
-4,6;-2,763991E-10
-4,55;-2,678494E-10
-4,5;-2,616931E-10
-4,45;-2,54315E-10
-4,4;-2,458034E-10
-4,35;-2,377927E-10
-4,3;-2,27771E-10
-4,25;-2,188719E-10
-4,2;-2,091616E-10
-4,15;-1,984449E-10
-4,1;-1,90497E-10
-4,05;-1,826054E-10
-4;-1,749614E-10
-3,95;-1,659458E-10
-3,9;-1,590922E-10
-3,85;-1,520929E-10
-3,8;-1,417672E-10
-3,75;-1,308521E-10
-3,7;-1,202152E-10
-3,65;-1,099582E-10
-3,6;-9,986906E-11
-3,55;-8,698562E-11
-3,5;-7,787455E-11
-3,45;-6,745196E-11
-3,4;-5,993302E-11
-3,35;-4,826289E-11
-3,3;-3,997667E-11
-3,25;-3,06621E-11
-3,2;-2,024088E-11
-3,15;-6,999536E-12
-3,1;2,408188E-12
-3,05;1,196436E-11
-3;2,238093E-11
-2,95;3,534315E-11
-2,9;4,368716E-11
-2,85;5,214026E-11
-2,8;6,002226E-11
-2,75;7,082615E-11
-2,7;7,945331E-11
-2,65;8,266447E-11
-2,6;9,005367E-11
-2,55;1,002913E-10
-2,5;1,110682E-10
-2,45;1,218427E-10
-2,4;1,344886E-10
-2,35;1,534331E-10
-2,3;1,676932E-10
-2,25;1,821052E-10
-2,2;1,935243E-10
-2,15;2,059144E-10
-2,1;2,163848E-10
-2,05;2,253037E-10
-2;2,383062E-10
-1,95;2,51141E-10
-1,9;2,641768E-10
-1,85;2,759954E-10
-1,8;2,852955E-10
-1,75;3,002152E-10
-1,7;3,118472E-10
-1,65;3,228473E-10
-1,6;3,30461E-10
-1,55;3,423566E-10
-1,5;3,520015E-10
-1,45;3,613391E-10
-1,4;3,725609E-10
-1,35;3,871813E-10
-1,3;4,031046E-10
-1,25;4,1534E-10
-1,2;4,293087E-10
-1,15;4,441227E-10
