Tensao [V];Corrente [A]
-10;-1,597087E-09
-9,95;-1,552905E-09
-9,9;-1,522245E-09
-9,85;-1,496268E-09
-9,8;-1,483949E-09
-9,75;-1,453898E-09
-9,7;-1,443168E-09
-9,65;-1,410397E-09
-9,6;-1,410382E-09
-9,55;-1,383955E-09
-9,5;-1,37895E-09
-9,45;-1,369823E-09
-9,4;-1,363402E-09
-9,35;-1,35018E-09
-9,3;-1,342891E-09
-9,25;-1,325098E-09
-9,2;-1,313648E-09
-9,15;-1,295172E-09
-9,1;-1,284445E-09
-9,05;-1,275369E-09
-9;-1,269599E-09
-8,95;-1,265313E-09
-8,9;-1,257126E-09
-8,85;-1,24426E-09
-8,8;-1,233899E-09
-8,75;-1,216433E-09
-8,7;-1,203514E-09
-8,65;-1,199412E-09
-8,6;-1,183146E-09
-8,55;-1,180196E-09
-8,5;-1,167548E-09
-8,45;-1,167296E-09
-8,4;-1,161528E-09
-8,35;-1,155361E-09
-8,3;-1,151033E-09
-8,25;-1,135981E-09
-8,2;-1,126668E-09
-8,15;-1,109888E-09
-8,1;-1,100773E-09
-8,05;-1,088411E-09
-8;-1,085029E-09
-7,95;-1,074749E-09
-7,9;-1,071523E-09
-7,85;-1,060632E-09
-7,8;-1,055182E-09
-7,75;-1,041477E-09
-7,7;-1,031963E-09
-7,65;-1,013013E-09
-7,6;-9,992727E-10
-7,55;-9,844608E-10
-7,5;-9,774528E-10
-7,45;-9,717507E-10
-7,4;-9,647041E-10
-7,35;-9,617243E-10
-7,3;-9,493275E-10
-7,25;-9,485148E-10
-7,2;-9,245123E-10
-7,15;-9,225782E-10
-7,1;-9,001339E-10
-7,05;-8,886967E-10
-7;-8,77409E-10
-6,95;-8,650058E-10
-6,9;-8,645688E-10
-6,85;-8,498297E-10
-6,8;-8,464014E-10
-6,75;-8,373716E-10
-6,7;-8,308161E-10
-6,65;-8,250002E-10
-6,6;-8,021325E-10
-6,55;-7,953182E-10
-6,5;-7,807757E-10
-6,45;-7,622745E-10
-6,4;-7,677078E-10
-6,35;-7,463236E-10
-6,3;-7,464349E-10
-6,25;-7,301027E-10
-6,2;-7,323391E-10
-6,15;-7,241522E-10
-6,1;-7,046358E-10
-6,05;-6,922156E-10
-6;-6,779817E-10
-5,95;-6,658481E-10
-5,9;-6,50183E-10
-5,85;-6,400215E-10
-5,8;-6,282907E-10
