Tensao [V];Corrente [A]
-10;-1,336176E-09
-9,95;-1,308015E-09
-9,9;-1,283474E-09
-9,85;-1,263094E-09
-9,8;-1,244971E-09
-9,75;-1,231387E-09
-9,7;-1,218521E-09
-9,65;-1,205119E-09
-9,6;-1,193461E-09
-9,55;-1,180971E-09
-9,5;-1,172814E-09
-9,45;-1,161683E-09
-9,4;-1,14984E-09
-9,35;-1,137479E-09
-9,3;-1,131132E-09
-9,25;-1,119382E-09
-9,2;-1,10984E-09
-9,15;-1,104034E-09
-9,1;-1,097729E-09
-9,05;-1,089355E-09
-9;-1,081182E-09
-8,95;-1,072656E-09
-8,9;-1,066103E-09
-8,85;-1,057261E-09
-8,8;-1,049418E-09
-8,75;-1,041589E-09
-8,7;-1,035057E-09
-8,65;-1,026356E-09
-8,6;-1,016036E-09
-8,55;-1,007695E-09
-8,5;-1,000548E-09
-8,45;-9,90614E-10
-8,4;-9,814461E-10
-8,35;-9,750827E-10
-8,3;-9,693187E-10
-8,25;-9,61243E-10
-8,2;-9,531361E-10
-8,15;-9,446463E-10
-8,1;-9,367326E-10
-8,05;-9,262196E-10
-8;-9,149755E-10
-7,95;-9,041212E-10
-7,9;-8,964078E-10
-7,85;-8,875131E-10
-7,8;-8,781033E-10
-7,75;-8,682687E-10
-7,7;-8,594103E-10
-7,65;-8,503363E-10
-7,6;-8,42087E-10
-7,55;-8,343569E-10
-7,5;-8,283654E-10
-7,45;-8,169143E-10
-7,4;-8,076856E-10
-7,35;-7,982853E-10
-7,3;-7,918763E-10
-7,25;-7,828549E-10
-7,2;-7,7207E-10
-7,15;-7,637074E-10
-7,1;-7,564271E-10
-7,05;-7,467769E-10
-7;-7,36456E-10
-6,95;-7,271085E-10
-6,9;-7,204473E-10
-6,85;-7,080902E-10
-6,8;-6,985298E-10
-6,75;-6,88542E-10
-6,7;-6,799679E-10
-6,65;-6,693665E-10
-6,6;-6,594463E-10
-6,55;-6,518647E-10
-6,5;-6,435576E-10
-6,45;-6,353019E-10
-6,4;-6,273728E-10
-6,35;-6,177755E-10
-6,3;-6,108045E-10
-6,25;-5,995571E-10
-6,2;-5,894175E-10
-6,15;-5,800379E-10
-6,1;-5,719603E-10
-6,05;-5,62774E-10
-6;-5,53903E-10
-5,95;-5,452183E-10
-5,9;-5,360914E-10
-5,85;-5,274017E-10
-5,8;-5,183854E-10
-5,75;-5,117138E-10
-5,7;-5,053075E-10
-5,65;-4,936623E-10
-5,6;-4,837704E-10
-5,55;-4,746972E-10
-5,5;-4,65511E-10
-5,45;-4,56834E-10
-5,4;-4,468086E-10
-5,35;-4,401277E-10
-5,3;-4,320548E-10
-5,25;-4,245271E-10
-5,2;-4,164515E-10
-5,15;-4,092178E-10
-5,1;-4,016081E-10
-5,05;-3,915153E-10
-5;-3,806342E-10
-4,95;-3,704936E-10
-4,9;-3,608162E-10
-4,85;-3,503508E-10
-4,8;-3,394773E-10
-4,75;-3,304837E-10
-4,7;-3,211714E-10
-4,65;-3,101372E-10
-4,6;-3,016084E-10
-4,55;-2,926307E-10
-4,5;-2,851607E-10
-4,45;-2,747957E-10
-4,4;-2,63432E-10
-4,35;-2,52627E-10
-4,3;-2,42598E-10
-4,25;-2,313959E-10
