Tensao [V];Corrente [A]
-10;-1,481294E-09
-9,95;-1,447245E-09
-9,9;-1,411402E-09
-9,85;-1,394694E-09
-9,8;-1,372404E-09
-9,75;-1,361177E-09
-9,7;-1,337969E-09
-9,65;-1,329858E-09
-9,6;-1,310657E-09
-9,55;-1,302839E-09
-9,5;-1,285946E-09
-9,45;-1,282396E-09
-9,4;-1,274865E-09
-9,35;-1,270596E-09
-9,3;-1,257679E-09
-9,25;-1,252053E-09
-9,2;-1,232036E-09
-9,15;-1,222204E-09
-9,1;-1,207857E-09
-9,05;-1,194201E-09
-9;-1,191099E-09
-8,95;-1,178745E-09
-8,9;-1,178175E-09
-8,85;-1,164342E-09
-8,8;-1,170083E-09
-8,75;-1,150149E-09
-8,7;-1,149654E-09
-8,65;-1,129293E-09
-8,6;-1,120271E-09
-8,55;-1,098041E-09
-8,5;-1,102355E-09
-8,45;-1,0879E-09
-8,4;-1,085671E-09
-8,35;-1,078959E-09
-8,3;-1,0727E-09
-8,25;-1,063451E-09
-8,2;-1,054296E-09
-8,15;-1,041444E-09
-8,1;-1,029365E-09
-8,05;-1,013167E-09
-8;-1,006627E-09
-7,95;-9,959804E-10
-7,9;-9,972687E-10
-7,85;-9,839631E-10
-7,8;-9,876482E-10
-7,75;-9,709428E-10
-7,7;-9,636039E-10
-7,65;-9,446834E-10
-7,6;-9,359888E-10
-7,55;-9,21696E-10
-7,5;-9,153254E-10
-7,45;-9,035245E-10
-7,4;-9,047016E-10
-7,35;-8,975034E-10
-7,3;-8,913299E-10
-7,25;-8,760177E-10
-7,2;-8,664266E-10
-7,15;-8,489226E-10
-7,1;-8,389844E-10
-7,05;-8,329477E-10
-7;-8,19996E-10
-6,95;-8,151138E-10
-6,9;-8,090073E-10
-6,85;-8,038636E-10
-6,8;-8,00515E-10
-6,75;-7,860749E-10
-6,7;-7,753963E-10
-6,65;-7,604832E-10
-6,6;-7,499161E-10
-6,55;-7,418997E-10
-6,5;-7,319969E-10
-6,45;-7,257754E-10
-6,4;-7,196148E-10
-6,35;-7,123162E-10
-6,3;-7,062191E-10
-6,25;-6,929078E-10
-6,2;-6,802947E-10
-6,15;-6,632053E-10
-6,1;-6,509792E-10
-6,05;-6,425795E-10
-6;-6,312556E-10
-5,95;-6,327275E-10
-5,9;-6,218698E-10
-5,85;-6,227352E-10
-5,8;-6,105887E-10
-5,75;-6,050286E-10
-5,7;-5,867293E-10
-5,65;-5,718104E-10
-5,6;-5,56695E-10
-5,55;-5,442758E-10
-5,5;-5,302972E-10
-5,45;-5,275922E-10
-5,4;-5,193098E-10
-5,35;-5,169308E-10
-5,3;-5,081947E-10
-5,25;-4,995838E-10
-5,2;-4,888623E-10
-5,15;-4,756368E-10
-5,1;-4,636335E-10
-5,05;-4,488989E-10
-5;-4,372448E-10
-4,95;-4,258431E-10
-4,9;-4,146671E-10
-4,85;-4,080695E-10
-4,8;-4,015159E-10
-4,75;-3,953736E-10
-4,7;-3,774541E-10
-4,65;-3,688196E-10
-4,6;-3,473928E-10
-4,55;-3,368308E-10
-4,5;-3,257657E-10
-4,45;-3,160384E-10
-4,4;-3,051758E-10
-4,35;-3,032395E-10
-4,3;-2,902002E-10
-4,25;-2,825808E-10
-4,2;-2,646001E-10
-4,15;-2,521812E-10
-4,1;-2,368526E-10
-4,05;-2,255834E-10
-4;-2,119203E-10
-3,95;-2,055338E-10
-3,9;-1,958796E-10
-3,85;-1,864303E-10
-3,8;-1,773168E-10
-3,75;-1,680268E-10
-3,7;-1,557316E-10
-3,65;-1,393688E-10
-3,6;-1,250036E-10
-3,55;-1,097327E-10
-3,5;-9,780516E-11
-3,45;-8,825773E-11
-3,4;-8,13969E-11
-3,35;-6,987747E-11
-3,3;-6,54457E-11
-3,25;-5,842797E-11
-3,2;-4,534473E-11
-3,15;-3,17492E-11
-3,1;-1,953125E-11
-3,05;-3,139114E-13
-3;1,343879E-11
-2,95;3,026782E-11
-2,9;3,694253E-11
-2,85;4,448014E-11
-2,8;5,306807E-11
-2,75;6,783431E-11
-2,7;7,703879E-11
-2,65;9,330402E-11
-2,6;1,066217E-10
-2,55;1,24957E-10
-2,5;1,393703E-10
-2,45;1,593086E-10
-2,4;1,701431E-10
-2,35;1,784051E-10
-2,3;1,901417E-10
-2,25;1,995593E-10
-2,2;2,081165E-10
-2,15;2,196412E-10
-2,1;2,284068E-10
-2,05;2,494827E-10
-2;2,644523E-10
-1,95;2,865993E-10
-1,9;2,989893E-10
-1,85;3,113264E-10
-1,8;3,262262E-10
-1,75;3,378791E-10
-1,7;3,493048E-10
-1,65;3,602421E-10
-1,6;3,743406E-10
-1,55;3,911288E-10
-1,5;4,136291E-10
-1,45;4,410032E-10
-1,4;4,703627E-10
-1,35;5,030086E-10
-1,3;5,32942E-10
-1,25;5,696322E-10
-1,2;6,094135E-10
-1,15;6,523662E-10
-1,1;6,942365E-10
-1,05;7,438092E-10
-1;8,021725E-10
-0,95;8,681302E-10
-0,9;9,361476E-10
-0,85;1,012786E-09
-0,8;1,094303E-09
-0,75;1,176403E-09
-0,7;1,271286E-09
-0,65;1,367434E-09
-0,6;1,483257E-09
-0,55;1,605292E-09
-0,5;1,740459E-09
-0,45;1,883284E-09
-0,4;2,071919E-09
-0,35;2,268934E-09
-0,3;2,439264E-09
-0,25;2,707346E-09
-0,2;2,94228E-09
-0,15;3,272264E-09
-0,1;3,484606E-09
-0,05;3,894578E-09
0;4,20521E-09
0,05;4,602475E-09
0,1;4,836354E-09
0,15;5,298941E-09
0,2;5,569914E-09
0,25;6,012869E-09
0,3;6,406855E-09
0,35;6,813182E-09
0,4;7,276676E-09
0,45;7,633483E-09
0,5;8,193415E-09
0,55;8,558559E-09
0,6;9,061341E-09
0,65;9,505576E-09
0,7;9,976408E-09
0,75;1,051262E-08
0,8;1,092611E-08
0,85;1,158255E-08
0,9;1,179516E-08
0,95;1,257758E-08
1;1,279181E-08
1,05;1,354347E-08
1,1;1,390491E-08
1,15;1,42105E-08
1,2;1,484792E-08
1,25;1,517566E-08
1,3;1,568714E-08
1,35;1,598407E-08
1,4;1,658717E-08
1,45;1,675037E-08
1,5;1,755203E-08
1,55;1,767474E-08
1,6;1,827116E-08
1,65;1,829711E-08
1,7;1,909615E-08
1,75;1,904893E-08
1,8;1,993084E-08
1,85;1,982631E-08
1,9;2,056882E-08
1,95;2,072018E-08
2;2,17692E-08
2,05;2,138526E-08
2,1;2,24069E-08
2,15;2,256352E-08
2,2;2,286771E-08
2,25;2,288514E-08
2,3;2,34347E-08
2,35;2,345815E-08
2,4;2,419543E-08
2,45;2,423203E-08
