Tensao [V];Corrente [A]
-10;-1,594389E-09
-9,95;-1,557911E-09
-9,9;-1,518934E-09
-9,85;-1,505949E-09
-9,8;-1,472917E-09
-9,75;-1,468339E-09
-9,7;-1,432485E-09
-9,65;-1,419269E-09
-9,6;-1,405927E-09
-9,55;-1,390774E-09
-9,5;-1,391404E-09
-9,45;-1,364555E-09
-9,4;-1,377599E-09
-9,35;-1,351678E-09
-9,3;-1,345502E-09
-9,25;-1,330467E-09
-9,2;-1,32642E-09
-9,15;-1,308952E-09
-9,1;-1,309485E-09
-9,05;-1,285694E-09
-9;-1,293725E-09
-8,95;-1,274461E-09
-8,9;-1,268567E-09
-8,85;-1,2569E-09
-8,8;-1,241644E-09
-8,75;-1,238405E-09
-8,7;-1,204516E-09
-8,65;-1,210587E-09
-8,6;-1,181267E-09
-8,55;-1,188423E-09
-8,5;-1,168764E-09
-8,45;-1,164867E-09
-8,4;-1,16505E-09
-8,35;-1,155491E-09
-8,3;-1,159973E-09
-8,25;-1,121895E-09
-8,2;-1,137262E-09
-8,15;-1,105866E-09
-8,1;-1,096007E-09
-8,05;-1,07605E-09
-8;-1,065575E-09
-7,95;-1,074321E-09
-7,9;-1,053208E-09
-7,85;-1,058768E-09
-7,8;-1,03995E-09
-7,75;-1,018745E-09
-7,7;-1,0335E-09
-7,65;-9,97009E-10
-7,6;-1,000848E-09
-7,55;-9,777315E-10
-7,5;-9,709724E-10
-7,45;-9,719083E-10
-7,4;-9,523889E-10
-7,35;-9,628075E-10
-7,3;-9,420743E-10
-7,25;-9,383566E-10
-7,2;-9,308769E-10
-7,15;-9,173318E-10
-7,1;-9,064864E-10
-7,05;-8,908073E-10
-7;-8,799231E-10
-6,95;-8,766385E-10
-6,9;-8,51935E-10
-6,85;-8,648151E-10
-6,8;-8,391268E-10
-6,75;-8,480673E-10
-6,7;-8,377071E-10
-6,65;-8,331783E-10
-6,6;-8,159727E-10
-6,55;-7,916443E-10
-6,5;-8,001602E-10
-6,45;-7,694576E-10
-6,4;-7,729283E-10
-6,35;-7,42499E-10
-6,3;-7,466413E-10
-6,25;-7,457657E-10
-6,2;-7,308621E-10
-6,15;-7,377911E-10
-6,1;-7,26316E-10
-6,05;-7,145524E-10
-6;-6,945974E-10
-5,95;-6,911069E-10
-5,9;-6,811247E-10
-5,85;-6,534703E-10
-5,8;-6,730353E-10
-5,75;-6,366421E-10
-5,7;-6,474571E-10
-5,65;-6,273483E-10
-5,6;-6,149704E-10
-5,55;-6,000824E-10
-5,5;-5,97273E-10
-5,45;-5,777319E-10
-5,4;-5,732331E-10
-5,35;-5,454221E-10
-5,3;-5,495592E-10
-5,25;-5,361587E-10
-5,2;-5,354752E-10
-5,15;-5,190224E-10
-5,1;-5,218757E-10
-5,05;-5,093935E-10
-5;-4,999205E-10
-4,95;-4,903048E-10
-4,9;-4,722777E-10
-4,85;-4,692279E-10
-4,8;-4,558945E-10
-4,75;-4,410369E-10
-4,7;-4,275445E-10
-4,65;-4,253188E-10
-4,6;-4,072424E-10
-4,55;-4,192202E-10
-4,5;-3,896932E-10
-4,45;-4,020836E-10
-4,4;-3,718657E-10
-4,35;-3,570912E-10
-4,3;-3,434343E-10
-4,25;-3,375601E-10
-4,2;-3,237404E-10
-4,15;-3,115752E-10
-4,1;-3,087268E-10
-4,05;-2,937846E-10
-4;-2,871787E-10
-3,95;-2,847665E-10
-3,9;-2,626349E-10
-3,85;-2,51928E-10
-3,8;-2,439016E-10
-3,75;-2,13453E-10
-3,7;-2,112237E-10
-3,65;-1,958228E-10
-3,6;-1,818083E-10
-3,55;-1,751459E-10
-3,5;-1,631033E-10
-3,45;-1,630738E-10
-3,4;-1,567805E-10
-3,35;-1,334415E-10
-3,3;-1,225128E-10
-3,25;-1,001213E-10
-3,2;-9,579377E-11
-3,15;-6,413423E-11
-3,1;-6,143056E-11
-3,05;-5,01171E-11
-3;-5,212953E-11
-2,95;-3,475919E-11
-2,9;-2,188556E-11
-2,85;-1,050104E-11
-2,8;2,742779E-12
-2,75;2,59033E-11
-2,7;3,869386E-11
-2,65;6,22111E-11
-2,6;6,450175E-11
-2,55;8,810229E-11
-2,5;9,253411E-11
-2,45;1,076497E-10
-2,4;1,233523E-10
-2,35;1,338424E-10
-2,3;1,429083E-10
-2,25;1,71508E-10
-2,2;1,863957E-10
-2,15;2,053218E-10
-2,1;2,205942E-10
-2,05;2,203808E-10
-2;2,359793E-10
-1,95;2,490225E-10
-1,9;2,709426E-10
-1,85;2,832321E-10
-1,8;3,015721E-10
-1,75;3,213256E-10
-1,7;3,445226E-10
-1,65;3,467069E-10
-1,6;3,662686E-10
-1,55;3,815313E-10
-1,5;4,021146E-10
-1,45;3,983443E-10
-1,4;4,23596E-10
-1,35;4,330332E-10
-1,3;4,612632E-10
-1,25;4,848425E-10
-1,2;5,159168E-10
-1,15;5,321932E-10
-1,1;5,675596E-10
-1,05;5,987639E-10
-1;6,384099E-10
-0,95;6,964824E-10
-0,9;7,733141E-10
-0,85;8,81358E-10
-0,8;1,007056E-09
-0,75;1,181365E-09
-0,7;1,382157E-09
-0,65;1,643536E-09
-0,6;1,923654E-09
-0,55;2,324062E-09
-0,5;2,638756E-09
-0,45;3,199372E-09
-0,4;3,77201E-09
-0,35;4,517051E-09
-0,3;5,242183E-09
-0,25;6,253417E-09
-0,2;7,171644E-09
-0,15;8,346922E-09
-0,1;9,327406E-09
-0,05;1,056615E-08
0;1,210703E-08
0,05;1,313818E-08
0,1;1,447393E-08
0,15;1,582041E-08
0,2;1,711749E-08
0,25;1,886157E-08
0,3;2,013401E-08
0,35;2,24066E-08
0,4;2,452688E-08
0,45;2,550853E-08
0,5;2,751685E-08
0,55;2,881682E-08
0,6;3,022464E-08
0,65;3,25864E-08
0,7;3,401067E-08
0,75;3,555981E-08
0,8;3,733851E-08
0,85;3,859811E-08
0,9;4,053686E-08
0,95;4,252824E-08
1;4,452786E-08
1,05;4,547352E-08
1,1;4,725701E-08
1,15;4,841756E-08
1,2;5,025676E-08
1,25;5,229685E-08
1,3;5,292893E-08
1,35;5,507077E-08
1,4;5,592678E-08
1,45;5,813943E-08
1,5;5,870299E-08
1,55;6,033658E-08
1,6;6,18417E-08
1,65;6,220432E-08
1,7;6,453138E-08
1,75;6,520177E-08
1,8;6,623861E-08
1,85;6,718938E-08
1,9;6,820675E-08
1,95;7,117755E-08
2;7,117977E-08
2,05;7,312187E-08
2,1;7,454749E-08
2,15;7,366003E-08
2,2;7,661688E-08
2,25;7,590367E-08
2,3;7,934947E-08
2,35;7,851433E-08
2,4;8,137852E-08
2,45;7,984566E-08
2,5;8,321062E-08
2,55;8,221986E-08
2,6;8,624829E-08
2,65;8,404295E-08
2,7;8,852238E-08
2,75;8,525259E-08
2,8;8,953059E-08
2,85;8,742522E-08
2,9;9,184769E-08
2,95;9,101313E-08
3;9,274946E-08
3,05;9,350729E-08
3,1;9,415431E-08
3,15;9,460126E-08
3,2;9,568146E-08
3,25;9,562957E-08
3,3;9,799069E-08
3,35;9,760701E-08
3,4;1,01273E-07
3,45;9,800674E-08
3,5;1,038246E-07
3,55;1,001936E-07
3,6;1,047714E-07
3,65;1,034606E-07
3,7;1,05429E-07
3,75;1,06029E-07
3,8;1,066029E-07
3,85;1,065091E-07
3,9;1,082585E-07
3,95;1,090524E-07
4;1,100784E-07
4,05;1,112865E-07
4,1;1,133045E-07
4,15;1,115745E-07
4,2;1,144745E-07
4,25;1,130514E-07
4,3;1,154648E-07
4,35;1,158097E-07
4,4;1,182352E-07
4,45;1,178394E-07
4,5;1,185155E-07
4,55;1,188395E-07
4,6;1,201598E-07
4,65;1,216904E-07
4,7;1,222053E-07
4,75;1,229066E-07
4,8;1,239233E-07
4,85;1,242503E-07
4,9;1,234559E-07
4,95;1,260564E-07
5;1,254858E-07
5,05;1,277757E-07
5,1;1,272962E-07
5,15;1,298754E-07
5,2;1,282901E-07
5,25;1,297545E-07
5,3;1,286348E-07
5,35;1,318252E-07
5,4;1,308752E-07
5,45;1,344533E-07
5,5;1,321675E-07
5,55;1,346767E-07
5,6;1,34744E-07
5,65;1,339081E-07
5,7;1,357792E-07
5,75;1,358529E-07
5,8;1,376831E-07
5,85;1,370784E-07
5,9;1,386711E-07
5,95;1,382561E-07
6;1,370394E-07
6,05;1,39458E-07
6,1;1,399587E-07
6,15;1,4194E-07
6,2;1,385341E-07
6,25;1,436257E-07
6,3;1,406891E-07
6,35;1,423642E-07
6,4;1,42014E-07
6,45;1,434377E-07
6,5;1,435526E-07
6,55;1,455727E-07
6,6;1,445146E-07
6,65;1,453582E-07
6,7;1,445243E-07
6,75;1,451328E-07
6,8;1,475936E-07
6,85;1,479425E-07
6,9;1,477961E-07
6,95;1,485199E-07
7;1,471434E-07
7,05;1,484825E-07
7,1;1,485251E-07
7,15;1,492856E-07
7,2;1,507373E-07
7,25;1,496149E-07
7,3;1,515085E-07
7,35;1,497447E-07
7,4;1,512193E-07
7,45;1,50617E-07
7,5;1,53591E-07
7,55;1,521326E-07
7,6;1,546381E-07
7,65;1,526794E-07
7,7;1,547434E-07
7,75;1,533452E-07
7,8;1,549218E-07
7,85;1,566257E-07
7,9;1,572578E-07
7,95;1,575032E-07
8;1,559376E-07
8,05;1,579742E-07
8,1;1,557817E-07
8,15;1,587355E-07
8,2;1,576296E-07
8,25;1,606075E-07
8,3;1,598623E-07
8,35;1,597804E-07
8,4;1,597191E-07
8,45;1,607308E-07
8,5;1,606002E-07
8,55;1,607321E-07
8,6;1,631486E-07
8,65;1,622888E-07
8,7;1,620459E-07
8,75;1,626218E-07
8,8;1,60897E-07
8,85;1,648679E-07
8,9;1,641475E-07
8,95;1,65456E-07
9;1,628139E-07
9,05;1,662442E-07
9,1;1,632845E-07
9,15;1,653921E-07
9,2;1,648907E-07
9,25;1,65324E-07
9,3;1,659857E-07
9,35;1,67917E-07
9,4;1,654552E-07
9,45;1,671899E-07
9,5;1,657351E-07
9,55;1,668378E-07
9,6;1,681966E-07
9,65;1,66935E-07
9,7;1,702042E-07
9,75;1,675838E-07
9,8;1,701747E-07
9,85;1,666011E-07
9,9;1,698813E-07
9,95;1,688032E-07
10;1,70526E-07
