Tensao [V];Corrente [A]
-10;-1,375768E-09
-9,95;-1,335035E-09
-9,9;-1,305655E-09
-9,85;-1,277791E-09
-9,8;-1,262674E-09
-9,75;-1,246053E-09
-9,7;-1,236024E-09
-9,65;-1,223153E-09
-9,6;-1,221152E-09
-9,55;-1,206176E-09
-9,5;-1,180567E-09
-9,45;-1,190993E-09
-9,4;-1,159097E-09
-9,35;-1,165555E-09
-9,3;-1,14831E-09
-9,25;-1,14121E-09
-9,2;-1,139213E-09
-9,15;-1,118844E-09
-9,1;-1,127115E-09
-9,05;-1,098747E-09
-9;-1,092745E-09
-8,95;-1,088956E-09
-8,9;-1,072044E-09
-8,85;-1,075533E-09
-8,8;-1,054685E-09
-8,75;-1,054802E-09
-8,7;-1,039647E-09
-8,65;-1,033395E-09
-8,6;-1,032407E-09
-8,55;-1,015906E-09
-8,5;-1,009065E-09
-8,45;-9,923178E-10
-8,4;-9,889415E-10
-8,35;-9,783936E-10
-8,3;-9,679468E-10
-8,25;-9,627913E-10
-8,2;-9,51685E-10
-8,15;-9,504701E-10
-8,1;-9,53675E-10
-8,05;-9,271214E-10
-8;-9,256775E-10
-7,95;-9,043265E-10
-7,9;-9,236908E-10
-7,85;-9,053828E-10
-7,8;-8,783216E-10
-7,75;-8,63815E-10
-7,7;-8,48858E-10
-7,65;-8,514187E-10
-7,6;-8,337226E-10
-7,55;-8,411957E-10
-7,5;-8,317128E-10
-7,45;-8,332807E-10
-7,4;-8,244542E-10
-7,35;-8,218417E-10
-7,3;-8,143167E-10
-7,25;-8,008244E-10
-7,2;-7,923112E-10
-7,15;-7,807739E-10
-7,1;-7,769242E-10
-7,05;-7,699529E-10
-7;-7,59753E-10
-6,95;-7,574865E-10
-6,9;-7,456603E-10
-6,85;-7,432449E-10
-6,8;-7,324364E-10
-6,75;-7,233762E-10
-6,7;-7,198715E-10
-6,65;-7,092702E-10
-6,6;-7,069403E-10
-6,55;-6,926159E-10
-6,5;-6,920577E-10
-6,45;-6,791991E-10
-6,4;-6,702977E-10
-6,35;-6,628134E-10
-6,3;-6,511652E-10
-6,25;-6,487296E-10
-6,2;-6,349087E-10
-6,15;-6,329515E-10
-6,1;-6,213159E-10
-6,05;-6,176196E-10
-6;-6,098833E-10
-5,95;-6,063759E-10
-5,9;-6,009292E-10
-5,85;-5,943209E-10
-5,8;-5,839942E-10
-5,75;-5,709895E-10
-5,7;-5,607945E-10
-5,65;-5,551093E-10
-5,6;-5,428337E-10
-5,55;-5,341741E-10
-5,5;-5,237145E-10
-5,45;-5,133399E-10
-5,4;-4,98584E-10
-5,35;-4,844922E-10
-5,3;-4,740021E-10
-5,25;-4,626311E-10
-5,2;-4,479903E-10
-5,15;-4,377984E-10
-5,1;-4,268647E-10
-5,05;-4,22117E-10
-5;-4,086708E-10
-4,95;-4,028417E-10
-4,9;-3,924034E-10
-4,85;-3,876582E-10
-4,8;-3,745946E-10
-4,75;-3,712316E-10
-4,7;-3,617136E-10
-4,65;-3,534296E-10
-4,6;-3,450051E-10
-4,55;-3,326951E-10
-4,5;-3,276779E-10
-4,45;-3,155432E-10
-4,4;-3,07323E-10
-4,35;-2,945229E-10
-4,3;-2,902543E-10
-4,25;-2,833997E-10
-4,2;-2,723102E-10
-4,15;-2,608253E-10
-4,1;-2,535171E-10
-4,05;-2,442922E-10
-4;-2,335573E-10
-3,95;-2,224718E-10
-3,9;-2,101227E-10
-3,85;-2,012555E-10
-3,8;-1,89045E-10
-3,75;-1,792267E-10
-3,7;-1,67841E-10
-3,65;-1,621826E-10
-3,6;-1,541819E-10
-3,55;-1,404246E-10
-3,5;-1,320257E-10
-3,45;-1,187378E-10
-3,4;-1,110166E-10
-3,35;-9,657299E-11
-3,3;-8,763847E-11
-3,25;-7,785948E-11
-3,2;-6,240598E-11
-3,15;-5,080453E-11
-3,1;-3,774956E-11
-3,05;-3,413654E-11
-3;-2,424233E-11
-2,95;-1,193005E-11
-2,9;-1,950279E-13
-2,85;1,141279E-11
-2,8;2,198371E-11
-2,75;3,873301E-11
-2,7;4,946083E-11
-2,65;5,984793E-11
-2,6;7,080129E-11
-2,55;8,312114E-11
-2,5;9,386501E-11
-2,45;1,056432E-10
-2,4;1,123006E-10
-2,35;1,269247E-10
-2,3;1,426089E-10
-2,25;1,516833E-10
-2,2;1,594073E-10
-2,15;1,698887E-10
-2,1;1,789572E-10
-2,05;1,901873E-10
-2;2,015722E-10
-1,95;2,15793E-10
-1,9;2,31835E-10
-1,85;2,396127E-10
-1,8;2,524157E-10
-1,75;2,632047E-10
-1,7;2,794089E-10
-1,65;2,90047E-10
-1,6;3,01471E-10
-1,55;3,165975E-10
-1,5;3,322364E-10
-1,45;3,477172E-10
-1,4;3,634602E-10
-1,35;3,815832E-10
-1,3;3,993269E-10
-1,25;4,170738E-10
-1,2;4,391004E-10
-1,15;4,66819E-10
-1,1;4,982166E-10
-1,05;5,348407E-10
-1;5,788433E-10
-0,95;6,354689E-10
-0,9;6,983615E-10
-0,85;7,686174E-10
-0,8;8,431895E-10
-0,75;9,304507E-10
-0,7;1,028447E-09
-0,65;1,139633E-09
-0,6;1,255944E-09
-0,55;1,393302E-09
-0,5;1,551432E-09
-0,45;1,735729E-09
-0,4;1,931354E-09
-0,35;2,154725E-09
-0,3;2,39949E-09
-0,25;2,718819E-09
-0,2;3,054703E-09
-0,15;3,434272E-09
-0,1;3,795947E-09
-0,05;4,248759E-09
0;4,7813E-09
0,05;5,171041E-09
0,1;5,64465E-09
0,15;6,144144E-09
0,2;6,665778E-09
0,25;7,216213E-09
0,3;7,782295E-09
0,35;8,348606E-09
0,4;8,932022E-09
0,45;9,544519E-09
0,5;1,01904E-08
0,55;1,082564E-08
0,6;1,145014E-08
0,65;1,210228E-08
0,7;1,280909E-08
0,75;1,341024E-08
0,8;1,413085E-08
0,85;1,480704E-08
0,9;1,551278E-08
0,95;1,618741E-08
1;1,689266E-08
1,05;1,756741E-08
1,1;1,829895E-08
1,15;1,890643E-08
1,2;1,962788E-08
1,25;2,022042E-08
1,3;2,093885E-08
1,35;2,169025E-08
1,4;2,239841E-08
1,45;2,297581E-08
1,5;2,362219E-08
1,55;2,420107E-08
1,6;2,474176E-08
1,65;2,528791E-08
1,7;2,592876E-08
1,75;2,636197E-08
1,8;2,706736E-08
1,85;2,752353E-08
1,9;2,81803E-08
1,95;2,855093E-08
2;2,913626E-08
2,05;2,963227E-08
2,1;3,020203E-08
2,15;3,069754E-08
2,2;3,1252E-08
2,25;3,15845E-08
2,3;3,222735E-08
2,35;3,273304E-08
2,4;3,336122E-08
2,45;3,37009E-08
2,5;3,445232E-08
2,55;3,461093E-08
2,6;3,516966E-08
2,65;3,559859E-08
2,7;3,612346E-08
2,75;3,652119E-08
2,8;3,703387E-08
2,85;3,736352E-08
2,9;3,8001E-08
2,95;3,825087E-08
3;3,881711E-08
3,05;3,919103E-08
3,1;3,961469E-08
3,15;4,001316E-08
3,2;4,033891E-08
3,25;4,08081E-08
3,3;4,110726E-08
3,35;4,168129E-08
3,4;4,18665E-08
3,45;4,224941E-08
3,5;4,308723E-08
3,55;4,323356E-08
3,6;4,378488E-08
3,65;4,403338E-08
3,7;4,462459E-08
3,75;4,50411E-08
3,8;4,555793E-08
3,85;4,594862E-08
3,9;4,643452E-08
3,95;4,679635E-08
4;4,735434E-08
4,05;4,760876E-08
4,1;4,809225E-08
4,15;4,850914E-08
4,2;4,8874E-08
4,25;4,929144E-08
4,3;4,973918E-08
4,35;5,014201E-08
4,4;5,065098E-08
4,45;5,112228E-08
4,5;5,161441E-08
4,55;5,162949E-08
4,6;5,239734E-08
4,65;5,24915E-08
4,7;5,307612E-08
4,75;5,359853E-08
4,8;5,369233E-08
4,85;5,43366E-08
4,9;5,447395E-08
4,95;5,508825E-08
5;5,526363E-08
5,05;5,571983E-08
5,1;5,587212E-08
5,15;5,648955E-08
5,2;5,645416E-08
5,25;5,716926E-08
5,3;5,731368E-08
5,35;5,796844E-08
5,4;5,808216E-08
5,45;5,864439E-08
5,5;5,884904E-08
5,55;5,90849E-08
5,6;5,930303E-08
5,65;5,990552E-08
5,7;6,007816E-08
5,75;6,052912E-08
5,8;6,088238E-08
5,85;6,113603E-08
5,9;6,154881E-08
5,95;6,18732E-08
6;6,228949E-08
6,05;6,275999E-08
6,1;6,298649E-08
6,15;6,319488E-08
6,2;6,3397E-08
6,25;6,389185E-08
6,3;6,428835E-08
6,35;6,455377E-08
6,4;6,494515E-08
6,45;6,500468E-08
6,5;6,527027E-08
6,55;6,558524E-08
6,6;6,594812E-08
6,65;6,637667E-08
6,7;6,645349E-08
6,75;6,682652E-08
6,8;6,714058E-08
6,85;6,73335E-08
6,9;6,766623E-08
6,95;6,796891E-08
7;6,8275E-08
7,05;6,846541E-08
7,1;6,889601E-08
7,15;6,895998E-08
7,2;6,921974E-08
7,25;6,941044E-08
7,3;6,994074E-08
7,35;6,985159E-08
7,4;7,043332E-08
7,45;7,030314E-08
7,5;7,097941E-08
7,55;7,091634E-08
7,6;7,159734E-08
7,65;7,15636E-08
7,7;7,186289E-08
7,75;7,233681E-08
7,8;7,221232E-08
7,85;7,305494E-08
7,9;7,2704E-08
7,95;7,347471E-08
8;7,315438E-08
8,05;7,376698E-08
8,1;7,38313E-08
8,15;7,45046E-08
8,2;7,428471E-08
8,25;7,479765E-08
8,3;7,467003E-08
8,35;7,52467E-08
8,4;7,508413E-08
8,45;7,564022E-08
8,5;7,570533E-08
8,55;7,614428E-08
8,6;7,613175E-08
8,65;7,640304E-08
8,7;7,666272E-08
8,75;7,676632E-08
8,8;7,71135E-08
8,85;7,760076E-08
8,9;7,704899E-08
8,95;7,780611E-08
9;7,747437E-08
9,05;7,813018E-08
9,1;7,804875E-08
9,15;7,85165E-08
9,2;7,841361E-08
9,25;7,877999E-08
9,3;7,886077E-08
9,35;7,927029E-08
9,4;7,93223E-08
9,45;8,010419E-08
9,5;8,004457E-08
9,55;8,056236E-08
9,6;8,042819E-08
9,65;8,097253E-08
9,7;8,086853E-08
9,75;8,111617E-08
9,8;8,160241E-08
9,85;8,126869E-08
9,9;8,188669E-08
9,95;8,165647E-08
10;8,228303E-08
