Tensao [V];Corrente [A]
-10;-1,378851E-09
-9,95;-1,347329E-09
-9,9;-1,325064E-09
-9,85;-1,304966E-09
-9,8;-1,288119E-09
-9,75;-1,275733E-09
-9,7;-1,255769E-09
-9,65;-1,245678E-09
-9,6;-1,231443E-09
-9,55;-1,226094E-09
-9,5;-1,208929E-09
-9,45;-1,200324E-09
-9,4;-1,190456E-09
-9,35;-1,183274E-09
-9,3;-1,17035E-09
-9,25;-1,164056E-09
-9,2;-1,15738E-09
-9,15;-1,153468E-09
-9,1;-1,142745E-09
-9,05;-1,131291E-09
-9;-1,120449E-09
-8,95;-1,11535E-09
-8,9;-1,101249E-09
-8,85;-1,092253E-09
-8,8;-1,083292E-09
-8,75;-1,078656E-09
-8,7;-1,071752E-09
-8,65;-1,063496E-09
-8,6;-1,057396E-09
-8,55;-1,0493E-09
-8,5;-1,040831E-09
-8,45;-1,027359E-09
-8,4;-1,019069E-09
-8,35;-1,009971E-09
-8,3;-1,003337E-09
-8,25;-9,945497E-10
-8,2;-9,880687E-10
-8,15;-9,844424E-10
-8,1;-9,760319E-10
-8,05;-9,671836E-10
-8;-9,568347E-10
-7,95;-9,51049E-10
-7,9;-9,420683E-10
-7,85;-9,319236E-10
-7,8;-9,229168E-10
-7,75;-9,183818E-10
-7,7;-9,118786E-10
-7,65;-9,035283E-10
-7,6;-8,940917E-10
-7,55;-8,891655E-10
-7,5;-8,796193E-10
-7,45;-8,68324E-10
-7,4;-8,552871E-10
-7,35;-8,475746E-10
-7,3;-8,396742E-10
-7,25;-8,281178E-10
-7,2;-8,202954E-10
-7,15;-8,144591E-10
-7,1;-8,126356E-10
-7,05;-8,023036E-10
-7;-7,906173E-10
-6,95;-7,819914E-10
-6,9;-7,730254E-10
-6,85;-7,631117E-10
-6,8;-7,523771E-10
-6,75;-7,454432E-10
-6,7;-7,393354E-10
-6,65;-7,310803E-10
-6,6;-7,216224E-10
-6,55;-7,166505E-10
-6,5;-7,117248E-10
-6,45;-7,02368E-10
-6,4;-6,90996E-10
-6,35;-6,796527E-10
-6,3;-6,736322E-10
-6,25;-6,62824E-10
-6,2;-6,508599E-10
-6,15;-6,424797E-10
-6,1;-6,379509E-10
-6,05;-6,327902E-10
-6;-6,230796E-10
-5,95;-6,134644E-10
-5,9;-6,063658E-10
-5,85;-5,966742E-10
-5,8;-5,814215E-10
-5,75;-5,678024E-10
-5,7;-5,601989E-10
-5,65;-5,523058E-10
-5,6;-5,42494E-10
-5,55;-5,358722E-10
-5,5;-5,305297E-10
-5,45;-5,252296E-10
-5,4;-5,176856E-10
-5,35;-5,058975E-10
-5,3;-4,969921E-10
-5,25;-4,87435E-10
-5,2;-4,749082E-10
