Tensao [V];Corrente [A]
-10;-1,341654E-09
-9,95;-1,314122E-09
-9,9;-1,287234E-09
-9,85;-1,264849E-09
-9,8;-1,246943E-09
-9,75;-1,2328E-09
-9,7;-1,220712E-09
-9,65;-1,204886E-09
-9,6;-1,193541E-09
-9,55;-1,184703E-09
-9,5;-1,173671E-09
-9,45;-1,162341E-09
-9,4;-1,151546E-09
-9,35;-1,143941E-09
-9,3;-1,132568E-09
-9,25;-1,12206E-09
-9,2;-1,114338E-09
-9,15;-1,106558E-09
-9,1;-1,097181E-09
-9,05;-1,088564E-09
-9;-1,081491E-09
-8,95;-1,07463E-09
-8,9;-1,065658E-09
-8,85;-1,056368E-09
-8,8;-1,047409E-09
-8,75;-1,037314E-09
-8,7;-1,029348E-09
-8,65;-1,017873E-09
-8,6;-1,009554E-09
-8,55;-1,003503E-09
-8,5;-9,95346E-10
-8,45;-9,882467E-10
-8,4;-9,815134E-10
-8,35;-9,748889E-10
-8,3;-9,65316E-10
-8,25;-9,546188E-10
-8,2;-9,47198E-10
-8,15;-9,406153E-10
-8,1;-9,281086E-10
-8,05;-9,162148E-10
-8;-9,076915E-10
-7,95;-9,05184E-10
-7,9;-8,908396E-10
-7,85;-8,822667E-10
-7,8;-8,755535E-10
-7,75;-8,68366E-10
-7,7;-8,562873E-10
-7,65;-8,477495E-10
-7,6;-8,419709E-10
-7,55;-8,343404E-10
-7,5;-8,237822E-10
-7,45;-8,13744E-10
-7,4;-8,075642E-10
-7,35;-7,981993E-10
-7,3;-7,891624E-10
-7,25;-7,832716E-10
-7,2;-7,738742E-10
-7,15;-7,666784E-10
-7,1;-7,545741E-10
-7,05;-7,455708E-10
-7;-7,378716E-10
-6,95;-7,295962E-10
-6,9;-7,205103E-10
-6,85;-7,141245E-10
-6,8;-7,101557E-10
-6,75;-7,015403E-10
-6,7;-6,913267E-10
-6,65;-6,830087E-10
-6,6;-6,767576E-10
-6,55;-6,683008E-10
-6,5;-6,57463E-10
-6,45;-6,472193E-10
-6,4;-6,401598E-10
-6,35;-6,301741E-10
-6,3;-6,173809E-10
-6,25;-6,061716E-10
-6,2;-5,991976E-10
-6,15;-5,878293E-10
-6,1;-5,753718E-10
-6,05;-5,661296E-10
-6;-5,594174E-10
-5,95;-5,517569E-10
-5,9;-5,408823E-10
-5,85;-5,33597E-10
-5,8;-5,264356E-10
-5,75;-5,177038E-10
-5,7;-5,077639E-10
-5,65;-4,978684E-10
-5,6;-4,90202E-10
-5,55;-4,802627E-10
-5,5;-4,695382E-10
-5,45;-4,591282E-10
-5,4;-4,535812E-10
-5,35;-4,422605E-10
-5,3;-4,325019E-10
-5,25;-4,237949E-10
-5,2;-4,166169E-10
-5,15;-4,070398E-10
-5,1;-3,974568E-10
-5,05;-3,893776E-10
-5;-3,843759E-10
-4,95;-3,73282E-10
-4,9;-3,624056E-10
-4,85;-3,544994E-10
-4,8;-3,461778E-10
-4,75;-3,3518E-10
-4,7;-3,250027E-10
-4,65;-3,155373E-10
-4,6;-3,06419E-10
-4,55;-2,967527E-10
-4,5;-2,853862E-10
-4,45;-2,78763E-10
-4,4;-2,713126E-10
-4,35;-2,598264E-10
