Tensao [V];Corrente [A]
-10;-1,410399E-09
-9,95;-1,376738E-09
-9,9;-1,349201E-09
-9,85;-1,327771E-09
-9,8;-1,306072E-09
-9,75;-1,293551E-09
-9,7;-1,273397E-09
-9,65;-1,260922E-09
-9,6;-1,24059E-09
-9,55;-1,233698E-09
-9,5;-1,218416E-09
-9,45;-1,210751E-09
-9,4;-1,200865E-09
-9,35;-1,188658E-09
-9,3;-1,178867E-09
-9,25;-1,169821E-09
-9,2;-1,158389E-09
-9,15;-1,147323E-09
-9,1;-1,137918E-09
-9,05;-1,126818E-09
-9;-1,118938E-09
-8,95;-1,109866E-09
-8,9;-1,100958E-09
-8,85;-1,092157E-09
-8,8;-1,082604E-09
-8,75;-1,07364E-09
-8,7;-1,061415E-09
-8,65;-1,053288E-09
-8,6;-1,037728E-09
-8,55;-1,030841E-09
-8,5;-1,015456E-09
-8,45;-1,008482E-09
-8,4;-9,964083E-10
-8,35;-9,928317E-10
-8,3;-9,827222E-10
-8,25;-9,73807E-10
-8,2;-9,647442E-10
-8,15;-9,544455E-10
-8,1;-9,427097E-10
-8,05;-9,332934E-10
-8;-9,256962E-10
-7,95;-9,163563E-10
-7,9;-9,110481E-10
-7,85;-9,002394E-10
-7,8;-8,943657E-10
-7,75;-8,779324E-10
-7,7;-8,660475E-10
-7,65;-8,543187E-10
-7,6;-8,45678E-10
-7,55;-8,327705E-10
-7,5;-8,271332E-10
-7,45;-8,148636E-10
-7,4;-8,093488E-10
-7,35;-8,001086E-10
-7,3;-7,95025E-10
-7,25;-7,849252E-10
-7,2;-7,764903E-10
-7,15;-7,622E-10
-7,1;-7,537912E-10
-7,05;-7,385513E-10
-7;-7,337175E-10
-6,95;-7,239582E-10
-6,9;-7,184119E-10
-6,85;-7,106313E-10
-6,8;-7,008716E-10
-6,75;-6,883399E-10
-6,7;-6,78235E-10
-6,65;-6,63449E-10
-6,6;-6,521469E-10
-6,55;-6,37673E-10
-6,5;-6,342337E-10
-6,45;-6,232919E-10
-6,4;-6,222348E-10
-6,35;-6,110911E-10
-6,3;-6,053538E-10
-6,25;-5,955074E-10
-6,2;-5,821853E-10
-6,15;-5,709838E-10
-6,1;-5,585487E-10
-6,05;-5,508639E-10
-6;-5,389708E-10
-5,95;-5,313328E-10
-5,9;-5,235861E-10
-5,85;-5,153576E-10
-5,8;-5,069757E-10
-5,75;-4,971968E-10
-5,7;-4,872462E-10
-5,65;-4,743808E-10
-5,6;-4,600588E-10
-5,55;-4,483056E-10
-5,5;-4,389515E-10
-5,45;-4,322231E-10
-5,4;-4,225423E-10
-5,35;-4,150452E-10
-5,3;-4,058608E-10
-5,25;-3,977192E-10
-5,2;-3,875739E-10
-5,15;-3,775827E-10
-5,1;-3,637052E-10
-5,05;-3,546505E-10
-5;-3,402977E-10
-4,95;-3,320189E-10
-4,9;-3,214075E-10
-4,85;-3,153252E-10
-4,8;-3,071935E-10
-4,75;-2,979144E-10
-4,7;-2,909948E-10
-4,65;-2,77621E-10
-4,6;-2,675687E-10
-4,55;-2,532575E-10
-4,5;-2,423216E-10
-4,45;-2,303671E-10
-4,4;-2,181308E-10
-4,35;-2,083273E-10
-4,3;-1,980496E-10
-4,25;-1,911654E-10
-4,2;-1,819342E-10
-4,15;-1,721529E-10
-4,1;-1,622587E-10
-4,05;-1,483395E-10
-4;-1,373754E-10
-3,95;-1,233633E-10
-3,9;-1,09193E-10
-3,85;-9,971543E-11
-3,8;-8,809935E-11
-3,75;-7,665719E-11
-3,7;-7,110528E-11
-3,65;-6,302248E-11
-3,6;-5,639577E-11
-3,55;-4,207838E-11
-3,5;-3,415493E-11
-3,45;-1,947971E-11
-3,4;-7,87458E-12
-3,35;8,391646E-12
-3,3;2,0714E-11
-3,25;3,382691E-11
-3,2;4,612105E-11
-3,15;5,651923E-11
-3,1;6,71171E-11
-3,05;7,210293E-11
-3;8,244962E-11
-2,95;9,562982E-11
-2,9;1,073382E-10
-2,85;1,214426E-10
-2,8;1,331448E-10
-2,75;1,483131E-10
-2,7;1,621663E-10
-2,65;1,69585E-10
-2,6;1,793911E-10
-2,55;1,889092E-10
-2,5;1,977142E-10
-2,45;2,095314E-10
-2,4;2,222201E-10
-2,35;2,392233E-10
