Tensao [V];Corrente [A]
-10;-7,21933E-10
-9,95;-7,122449E-10
-9,9;-7,039502E-10
-9,85;-6,987729E-10
-9,8;-6,924431E-10
-9,75;-6,87098E-10
-9,7;-6,823574E-10
-9,65;-6,778673E-10
-9,6;-6,742265E-10
-9,55;-6,693233E-10
-9,5;-6,653179E-10
-9,45;-6,60555E-10
-9,4;-6,559489E-10
-9,35;-6,515702E-10
-9,3;-6,4753E-10
-9,25;-6,447866E-10
-9,2;-6,406293E-10
-9,15;-6,373599E-10
-9,1;-6,33075E-10
-9,05;-6,291812E-10
-9;-6,262257E-10
-8,95;-6,217504E-10
-8,9;-6,187451E-10
-8,85;-6,147546E-10
-8,8;-6,111883E-10
-8,75;-6,071847E-10
-8,7;-6,02579E-10
-8,65;-6,00121E-10
-8,6;-5,965459E-10
-8,55;-5,928369E-10
-8,5;-5,883085E-10
-8,45;-5,838411E-10
-8,4;-5,801168E-10
-8,35;-5,755169E-10
-8,3;-5,727581E-10
-8,25;-5,678508E-10
-8,2;-5,634353E-10
-8,15;-5,591232E-10
-8,1;-5,546343E-10
-8,05;-5,511362E-10
-8;-5,465931E-10
-7,95;-5,426711E-10
-7,9;-5,389364E-10
-7,85;-5,351864E-10
-7,8;-5,313718E-10
-7,75;-5,270653E-10
-7,7;-5,239718E-10
-7,65;-5,196775E-10
-7,6;-5,15896E-10
-7,55;-5,129105E-10
-7,5;-5,080489E-10
-7,45;-5,043073E-10
-7,4;-4,995125E-10
-7,35;-4,957695E-10
-7,3;-4,916862E-10
-7,25;-4,870814E-10
-7,2;-4,83075E-10
-7,15;-4,777472E-10
-7,1;-4,740667E-10
-7,05;-4,69365E-10
-7;-4,650292E-10
-6,95;-4,613266E-10
-6,9;-4,562787E-10
-6,85;-4,523626E-10
-6,8;-4,473827E-10
-6,75;-4,438039E-10
-6,7;-4,412732E-10
-6,65;-4,361439E-10
-6,6;-4,322345E-10
-6,55;-4,270843E-10
-6,5;-4,23468E-10
-6,45;-4,19671E-10
-6,4;-4,146323E-10
-6,35;-4,107658E-10
-6,3;-4,058462E-10
-6,25;-4,019093E-10
-6,2;-3,964311E-10
-6,15;-3,922028E-10
-6,1;-3,889281E-10
-6,05;-3,844411E-10
-6;-3,802385E-10
-5,95;-3,748988E-10
-5,9;-3,708711E-10
-5,85;-3,670193E-10
-5,8;-3,617761E-10
-5,75;-3,576632E-10
-5,7;-3,525877E-10
-5,65;-3,484573E-10
-5,6;-3,431393E-10
-5,55;-3,386772E-10
-5,5;-3,347087E-10
-5,45;-3,302207E-10
-5,4;-3,262007E-10
-5,35;-3,215051E-10
-5,3;-3,17667E-10
-5,25;-3,123586E-10
-5,2;-3,068594E-10
-5,15;-3,018872E-10
-5,1;-2,971894E-10
-5,05;-2,926501E-10
-5;-2,867509E-10
-4,95;-2,817874E-10
-4,9;-2,778177E-10
-4,85;-2,723159E-10
-4,8;-2,677149E-10
-4,75;-2,622613E-10
-4,7;-2,583906E-10
-4,65;-2,536098E-10
-4,6;-2,485051E-10
-4,55;-2,442608E-10
-4,5;-2,392675E-10
-4,45;-2,355627E-10
-4,4;-2,30462E-10
-4,35;-2,258462E-10
-4,3;-2,213274E-10
-4,25;-2,159665E-10
-4,2;-2,118105E-10
-4,15;-2,062219E-10
-4,1;-2,020854E-10
-4,05;-1,977528E-10
-4;-1,925882E-10
-3,95;-1,885475E-10
-3,9;-1,833803E-10
-3,85;-1,792244E-10
-3,8;-1,731209E-10
-3,75;-1,68102E-10
-3,7;-1,640147E-10
-3,65;-1,58627E-10
-3,6;-1,537932E-10
-3,55;-1,475451E-10
-3,5;-1,432052E-10
-3,45;-1,383445E-10
-3,4;-1,322067E-10
-3,35;-1,273938E-10
-3,3;-1,223615E-10
-3,25;-1,171969E-10
-3,2;-1,104499E-10
-3,15;-1,045596E-10
-3,1;-9,964376E-11
-3,05;-9,41776E-11
-3;-8,902151E-11
-2,95;-8,277221E-11
-2,9;-7,811126E-11
-2,85;-7,355205E-11
-2,8;-6,791911E-11
-2,75;-6,27851E-11
-2,7;-5,682135E-11
-2,65;-5,204769E-11
-2,6;-4,634614E-11
-2,55;-4,136654E-11
-2,5;-3,663576E-11
-2,45;-3,134484E-11
-2,4;-2,629293E-11
-2,35;-2,006567E-11
-2,3;-1,551257E-11
-2,25;-9,858876E-12
-2,2;-5,438142E-12
-2,15;-2,137603E-12
-2,1;3,175439E-12
-2,05;9,178555E-12
-2;1,779593E-11
-1,95;2,461285E-11
-1,9;3,11344E-11
-1,85;3,790231E-11
-1,8;4,383681E-11
-1,75;5,062552E-11
-1,7;5,634062E-11
-1,65;6,279352E-11
-1,6;6,999905E-11
-1,55;7,616264E-11
-1,5;8,301762E-11
-1,45;8,822898E-11
-1,4;9,536945E-11
-1,35;1,010392E-10
-1,3;1,067494E-10
-1,25;1,130981E-10
-1,2;1,188573E-10
-1,15;1,251459E-10
-1,1;1,30692E-10
-1,05;1,370873E-10
-1;1,438368E-10
-0,95;1,505055E-10
-0,9;1,578089E-10
-0,85;1,641111E-10
-0,8;1,720261E-10
-0,75;1,799548E-10
-0,7;1,873182E-10
-0,65;1,953535E-10
-0,6;2,028874E-10
-0,55;2,120919E-10
-0,5;2,199911E-10
-0,45;2,281758E-10
-0,4;2,373483E-10
-0,35;2,458457E-10
-0,3;2,563933E-10
-0,25;2,654226E-10
-0,2;2,760059E-10
-0,15;2,866124E-10
-0,1;2,975243E-10
-0,05;3,091947E-10
0;3,230724E-10
0,05;3,301673E-10
0,1;3,399308E-10
0,15;3,490874E-10
0,2;3,574549E-10
0,25;3,677172E-10
0,3;3,763527E-10
0,35;3,879631E-10
0,4;3,977511E-10
0,45;4,103393E-10
0,5;4,232402E-10
0,55;4,356608E-10
0,6;4,470248E-10
0,65;4,594997E-10
0,7;4,730783E-10
0,75;4,868001E-10
0,8;4,9768E-10
0,85;5,125316E-10
0,9;5,248394E-10
0,95;5,397975E-10
1;5,524956E-10
1,05;5,656872E-10
1,1;5,806058E-10
1,15;5,950042E-10
1,2;6,082843E-10
1,25;6,212871E-10
1,3;6,354941E-10
1,35;6,514197E-10
1,4;6,627351E-10
1,45;6,779866E-10
1,5;6,905982E-10
1,55;7,06437E-10
1,6;7,179866E-10
1,65;7,313909E-10
1,7;7,443742E-10
1,75;7,565017E-10
1,8;7,686152E-10
1,85;7,788567E-10
1,9;7,921366E-10
1,95;8,051698E-10
2;8,151787E-10
2,05;8,280358E-10
2,1;8,399936E-10
