Tensao [V];Corrente [A]
-10;-6,680324E-10
-9,95;-6,540733E-10
-9,9;-6,440635E-10
-9,85;-6,396242E-10
-9,8;-6,322737E-10
-9,75;-6,246703E-10
-9,7;-6,194619E-10
-9,65;-6,156328E-10
-9,6;-6,114337E-10
-9,55;-6,016217E-10
-9,5;-5,992549E-10
-9,45;-5,975329E-10
-9,4;-5,942386E-10
-9,35;-5,850248E-10
-9,3;-5,819972E-10
-9,25;-5,802273E-10
-9,2;-5,754331E-10
-9,15;-5,668819E-10
-9,1;-5,636992E-10
-9,05;-5,607904E-10
-9;-5,555121E-10
-8,95;-5,491917E-10
-8,9;-5,45935E-10
-8,85;-5,439356E-10
-8,8;-5,372981E-10
-8,75;-5,322709E-10
-8,7;-5,30713E-10
-8,65;-5,281015E-10
-8,6;-5,219093E-10
-8,55;-5,146526E-10
-8,5;-5,112198E-10
-8,45;-5,077538E-10
-8,4;-5,022373E-10
-8,35;-4,974587E-10
-8,3;-4,969071E-10
-8,25;-4,953838E-10
-8,2;-4,863069E-10
-8,15;-4,82173E-10
-8,1;-4,816679E-10
-8,05;-4,769271E-10
-8;-4,703446E-10
-7,95;-4,663814E-10
-7,9;-4,660893E-10
-7,85;-4,625537E-10
-7,8;-4,567296E-10
-7,75;-4,500951E-10
-7,7;-4,484491E-10
-7,65;-4,442267E-10
-7,6;-4,380191E-10
-7,55;-4,355267E-10
-7,5;-4,342308E-10
-7,45;-4,285894E-10
-7,4;-4,19606E-10
-7,35;-4,164734E-10
-7,3;-4,162332E-10
-7,25;-4,128689E-10
-7,2;-4,040603E-10
-7,15;-3,999714E-10
-7,1;-3,986503E-10
-7,05;-3,945986E-10
-7;-3,89532E-10
-6,95;-3,85219E-10
-6,9;-3,834358E-10
-6,85;-3,782149E-10
-6,8;-3,706538E-10
-6,75;-3,679392E-10
-6,7;-3,668485E-10
-6,65;-3,609496E-10
-6,6;-3,553241E-10
-6,55;-3,524707E-10
-6,5;-3,487364E-10
-6,45;-3,418459E-10
-6,4;-3,350747E-10
-6,35;-3,320325E-10
-6,3;-3,293313E-10
-6,25;-3,244572E-10
-6,2;-3,182138E-10
-6,15;-3,172384E-10
-6,1;-3,142811E-10
-6,05;-3,089692E-10
-6;-3,037541E-10
-5,95;-3,017052E-10
-5,9;-3,003973E-10
-5,85;-2,942632E-10
-5,8;-2,903228E-10
-5,75;-2,882921E-10
-5,7;-2,854549E-10
-5,65;-2,802066E-10
-5,6;-2,752552E-10
-5,55;-2,744671E-10
-5,5;-2,711923E-10
-5,45;-2,626646E-10
-5,4;-2,585355E-10
-5,35;-2,573405E-10
-5,3;-2,546774E-10
-5,25;-2,488827E-10
-5,2;-2,443822E-10
-5,15;-2,427054E-10
-5,1;-2,395238E-10
-5,05;-2,327843E-10
-5;-2,289004E-10
-4,95;-2,285916E-10
-4,9;-2,248069E-10
-4,85;-2,179139E-10
-4,8;-2,145535E-10
-4,75;-2,146368E-10
-4,7;-2,107505E-10
-4,65;-2,044937E-10
-4,6;-2,015988E-10
-4,55;-1,993596E-10
-4,5;-1,951362E-10
-4,45;-1,878364E-10
-4,4;-1,847393E-10
-4,35;-1,839133E-10
-4,3;-1,785364E-10
-4,25;-1,720151E-10
-4,2;-1,688897E-10
-4,15;-1,683602E-10
-4,1;-1,621759E-10
-4,05;-1,557954E-10
-4;-1,534361E-10
-3,95;-1,515083E-10
-3,9;-1,446927E-10
-3,85;-1,375977E-10
-3,8;-1,368844E-10
-3,75;-1,346843E-10
-3,7;-1,28685E-10
-3,65;-1,218694E-10
-3,6;-1,206574E-10
-3,55;-1,187025E-10
-3,5;-1,127645E-10
-3,45;-1,076279E-10
-3,4;-1,060543E-10
-3,35;-1,035748E-10
-3,3;-9,720664E-11
-3,25;-9,232622E-11
-3,2;-9,074645E-11
-3,15;-8,890067E-11
-3,1;-8,105069E-11
-3,05;-7,540552E-11
-3;-7,426078E-11
-2,95;-7,107787E-11
-2,9;-6,490083E-11
-2,85;-5,893949E-11
-2,8;-5,75203E-11
-2,75;-5,422581E-11
-2,7;-4,828286E-11
-2,65;-4,334247E-11
-2,6;-4,215608E-11
-2,55;-3,905042E-11
-2,5;-3,211102E-11
-2,45;-2,823197E-11
-2,4;-2,707011E-11
-2,35;-2,402204E-11
-2,3;-1,668922E-11
-2,25;-1,34095E-11
-2,2;-1,231626E-11
-2,15;-8,286473E-12
-2,1;-2,376607E-12
-2,05;2,448653E-12
-2;2,01478E-12
-1,95;5,77379E-12
-1,9;1,246084E-11
-1,85;1,55286E-11
-1,8;1,716726E-11
-1,75;2,072406E-11
-1,7;2,808766E-11
-1,65;3,0936E-11
-1,6;3,185402E-11
-1,55;3,683007E-11
-1,5;4,305876E-11
-1,45;4,557256E-11
-1,4;4,604682E-11
-1,35;5,204385E-11
-1,3;5,890743E-11
-1,25;6,017226E-11
-1,2;6,095301E-11
-1,15;6,477207E-11
-1,1;7,168092E-11
-1,05;7,284896E-11
-1;7,43222E-11
-0,95;7,986076E-11
-0,9;8,574999E-11
-0,85;8,796478E-11
-0,8;8,898689E-11
-0,75;9,540669E-11
-0,7;1,005213E-10
-0,65;1,014663E-10
-0,6;1,039445E-10
-0,55;1,09613E-10
-0,5;1,150647E-10
-0,45;1,156578E-10
-0,4;1,179068E-10
-0,35;1,240424E-10
-0,3;1,287158E-10
-0,25;1,299107E-10
-0,2;1,312638E-10
-0,15;1,383418E-10
-0,1;1,430641E-10
-0,05;1,436279E-10
0;1,479483E-10
0,05;1,479361E-10
0,1;1,512146E-10
0,15;1,550913E-10
0,2;1,538215E-10
0,25;1,528473E-10
0,3;1,567521E-10
0,35;1,601005E-10
0,4;1,598234E-10
0,45;1,597598E-10
0,5;1,640273E-10
0,55;1,669762E-10
0,6;1,653989E-10
0,65;1,66296E-10
0,7;1,713714E-10
0,75;1,743387E-10
0,8;1,730248E-10
0,85;1,751255E-10
0,9;1,805697E-10
0,95;1,837037E-10
1;1,835799E-10
1,05;1,848043E-10
1,1;1,902977E-10
1,15;1,924425E-10
1,2;1,912682E-10
1,25;1,936313E-10
1,3;1,979945E-10
1,35;2,013245E-10
1,4;2,00343E-10
1,45;2,029327E-10
1,5;2,092595E-10
1,55;2,112167E-10
1,6;2,109567E-10
1,65;2,125709E-10
1,7;2,18383E-10
1,75;2,206087E-10
1,8;2,201073E-10
1,85;2,244498E-10
1,9;2,305767E-10
1,95;2,324078E-10
2;2,307557E-10
2,05;2,3426E-10
2,1;2,405216E-10
2,15;2,415756E-10
2,2;2,424435E-10
2,25;2,447402E-10
2,3;2,498303E-10
2,35;2,509407E-10
2,4;2,50236E-10
2,45;2,472809E-10
2,5;2,4777E-10
2,55;2,513317E-10
2,6;2,527952E-10
2,65;2,596513E-10
2,7;2,643269E-10
2,75;2,634764E-10
2,8;2,629763E-10
2,85;2,668301E-10
2,9;2,710704E-10
2,95;2,708732E-10
3;2,717508E-10
3,05;2,769278E-10
3,1;2,820227E-10
3,15;2,826454E-10
3,2;2,837658E-10
3,25;2,902148E-10
3,3;2,953258E-10
3,35;2,952791E-10
3,4;2,970698E-10
3,45;3,02519E-10
3,5;3,060723E-10
3,55;3,053442E-10
3,6;3,067168E-10
3,65;3,122285E-10
3,7;3,15594E-10
3,75;3,15468E-10
3,8;3,168332E-10
3,85;3,233047E-10
3,9;3,266911E-10
3,95;3,265353E-10
4;3,293247E-10
4,05;3,342677E-10
4,1;3,366896E-10
4,15;3,357901E-10
4,2;3,380956E-10
4,25;3,441833E-10
4,3;3,469361E-10
4,35;3,464935E-10
4,4;3,487557E-10
4,45;3,541095E-10
4,5;3,558268E-10
4,55;3,551648E-10
4,6;3,595159E-10
4,65;3,649478E-10
4,7;3,675717E-10
4,75;3,662934E-10
4,8;3,699828E-10
4,85;3,765274E-10
4,9;3,784138E-10
4,95;3,787262E-10
5;3,815197E-10
5,05;3,886035E-10
5,1;3,903319E-10
5,15;3,89855E-10
5,2;3,937773E-10
5,25;3,979072E-10
5,3;3,99546E-10
5,35;3,986145E-10
5,4;4,038149E-10
5,45;4,099545E-10
5,5;4,102361E-10
5,55;4,10041E-10
5,6;4,131238E-10
5,65;4,198953E-10
5,7;4,203246E-10
5,75;4,206112E-10
5,8;4,263163E-10
5,85;4,317079E-10
5,9;4,330546E-10
5,95;4,328751E-10
6;4,377894E-10
6,05;4,422362E-10
6,1;4,419391E-10
6,15;4,430145E-10
6,2;4,446591E-10
6,25;4,498154E-10
6,3;4,50845E-10
6,35;4,529778E-10
6,4;4,593041E-10
6,45;4,632433E-10
6,5;4,638746E-10
6,55;4,64533E-10
6,6;4,706389E-10
6,65;4,744847E-10
6,7;4,743907E-10
6,75;4,767205E-10
6,8;4,817777E-10
6,85;4,849861E-10
6,9;4,849804E-10
6,95;4,875341E-10
7;4,94551E-10
7,05;4,99147E-10
7,1;4,990269E-10
7,15;5,006595E-10
7,2;5,06812E-10
7,25;5,103811E-10
7,3;5,104436E-10
7,35;5,135227E-10
7,4;5,182887E-10
7,45;5,212062E-10
7,5;5,205159E-10
7,55;5,234247E-10
7,6;5,294009E-10
7,65;5,313285E-10
7,7;5,31125E-10
7,75;5,338032E-10
7,8;5,389456E-10
7,85;5,416853E-10
7,9;5,408544E-10
7,95;5,448546E-10
8;5,509254E-10
8,05;5,524567E-10
8,1;5,526569E-10
8,15;5,567637E-10
8,2;5,631776E-10
8,25;5,64677E-10
8,3;5,643802E-10
8,35;5,686418E-10
8,4;5,756119E-10
8,45;5,76856E-10
8,5;5,769001E-10
8,55;5,812767E-10
8,6;5,875596E-10
8,65;5,893677E-10
8,7;5,90105E-10
8,75;5,940355E-10
8,8;5,99649E-10
8,85;6,002959E-10
8,9;6,014041E-10
8,95;6,07249E-10
9;6,129964E-10
9,05;6,145847E-10
9,1;6,143845E-10
9,15;6,203656E-10
9,2;6,253788E-10
9,25;6,254963E-10
9,3;6,26272E-10
9,35;6,322228E-10
9,4;6,374231E-10
9,45;6,379239E-10
9,5;6,3965E-10
9,55;6,443559E-10
9,6;6,499931E-10
9,65;6,505654E-10
9,7;6,523874E-10
