Tensao [V];Corrente [A]
-1;-2,111107E-10
-0,99;-2,028119E-10
-0,98;-1,982209E-10
-0,97;-1,948338E-10
-0,96;-1,934988E-10
-0,95;-1,904622E-10
-0,94;-1,879369E-10
-0,93;-1,872001E-10
-0,92;-1,853524E-10
-0,91;-1,822228E-10
-0,9;-1,780789E-10
-0,89;-1,734298E-10
-0,88;-1,716104E-10
-0,87;-1,670097E-10
-0,86;-1,635259E-10
-0,85;-1,594105E-10
-0,84;-1,576271E-10
-0,83;-1,577598E-10
-0,82;-1,536196E-10
-0,81;-1,488168E-10
-0,8;-1,460625E-10
-0,79;-1,432674E-10
-0,78;-1,399695E-10
-0,77;-1,354725E-10
-0,76;-1,336657E-10
-0,75;-1,321684E-10
-0,74;-1,28676E-10
-0,73;-1,263862E-10
-0,72;-1,242932E-10
-0,71;-1,218213E-10
-0,7;-1,150308E-10
-0,69;-1,099012E-10
-0,68;-1,084386E-10
-0,67;-1,032494E-10
-0,66;-9,821272E-11
-0,65;-9,12167E-11
-0,64;-8,729951E-11
-0,63;-8,305164E-11
-0,62;-7,615719E-11
-0,61;-6,968139E-11
-0,6;-6,474001E-11
-0,59;-5,775391E-11
-0,58;-4,704629E-11
-0,57;-3,614551E-11
-0,56;-2,504407E-11
-0,55;-1,035486E-11
-0,54;6,090526E-12
-0,53;2,443088E-11
-0,52;4,501281E-11
-0,51;7,217341E-11
-0,5;1,042434E-10
-0,49;1,374054E-10
-0,48;1,737692E-10
-0,47;2,170174E-10
-0,46;2,691639E-10
-0,45;3,24103E-10
-0,44;3,863655E-10
-0,43;4,571745E-10
-0,42;5,380373E-10
-0,41;6,273358E-10
-0,4;7,246431E-10
-0,39;8,360223E-10
-0,38;9,612565E-10
-0,37;1,096283E-09
-0,36;1,243915E-09
-0,35;1,405442E-09
-0,34;1,585075E-09
-0,33;1,78079E-09
-0,32;1,991138E-09
-0,31;2,235402E-09
-0,3;2,474686E-09
-0,29;2,743892E-09
-0,28;3,041596E-09
-0,27;3,357795E-09
-0,26;3,695559E-09
-0,25;4,052044E-09
-0,24;4,434822E-09
-0,23;4,840737E-09
-0,22;5,268933E-09
-0,21;5,717954E-09
-0,2;6,189992E-09
-0,19;6,68334E-09
-0,18;7,203316E-09
-0,17;7,740114E-09
-0,16;8,295891E-09
-0,15;8,874989E-09
-0,14;9,475035E-09
-0,13;1,008361E-08
-0,12;1,070583E-08
-0,11;1,134744E-08
-0,1;1,199942E-08
-0,09;1,265695E-08
-0,08;1,331097E-08
-0,07;1,396808E-08
-0,06;1,461889E-08
-0,05;1,526231E-08
-0,04;1,590221E-08
-0,03;1,653265E-08
-0,02;1,717252E-08
-0,01;1,780472E-08
0;1,842581E-08
0,01;1,904349E-08
0,02;1,96632E-08
0,03;2,027042E-08
0,04;2,084955E-08
0,05;2,165376E-08
0,06;2,22579E-08
0,07;2,283814E-08
0,08;2,338166E-08
0,09;2,390791E-08
0,1;2,444891E-08
0,11;2,49738E-08
0,12;2,548233E-08
0,13;2,597235E-08
0,14;2,646503E-08
0,15;2,69679E-08
0,16;2,74543E-08
0,17;2,792343E-08
0,18;2,839147E-08
0,19;2,885783E-08
0,2;2,93353E-08
0,21;2,978041E-08
0,22;3,020803E-08
0,23;3,065745E-08
0,24;3,107817E-08
0,25;3,149259E-08
0,26;3,190035E-08
0,27;3,233603E-08
0,28;3,276077E-08
0,29;3,315707E-08
0,3;3,354054E-08
0,31;3,394327E-08
0,32;3,435809E-08
0,33;3,472415E-08
0,34;3,509103E-08
0,35;3,547023E-08
0,36;3,583284E-08
0,37;3,621728E-08
0,38;3,655929E-08
0,39;3,691129E-08
0,4;3,728192E-08
0,41;3,764691E-08
0,42;3,796306E-08
0,43;3,828061E-08
0,44;3,863664E-08
0,45;3,899837E-08
0,46;3,931918E-08
0,47;3,962414E-08
0,48;3,997151E-08
0,49;4,0315E-08
0,5;4,061379E-08
0,51;4,092253E-08
0,52;4,124285E-08
0,53;4,15648E-08
0,54;4,185995E-08
0,55;4,215398E-08
0,56;4,246573E-08
0,57;4,276338E-08
0,58;4,304785E-08
0,59;4,328527E-08
0,6;4,357663E-08
0,61;4,389809E-08
0,62;4,417225E-08
0,63;4,445808E-08
0,64;4,475072E-08
0,65;4,50372E-08
0,66;4,531966E-08
0,67;4,557868E-08
0,68;4,584506E-08
0,69;4,611993E-08
0,7;4,641092E-08
0,71;4,666267E-08
0,72;4,693985E-08
0,73;4,721598E-08
0,74;4,749175E-08
0,75;4,773939E-08
0,76;4,799739E-08
0,77;4,826502E-08
0,78;4,85341E-08
0,79;4,87859E-08
0,8;4,902702E-08
0,81;4,928169E-08
0,82;4,953534E-08
0,83;4,977825E-08
0,84;5,002111E-08
0,85;5,027405E-08
0,86;5,051982E-08
0,87;5,075859E-08
0,88;5,099841E-08
0,89;5,123844E-08
0,9;5,148857E-08
0,91;5,172683E-08
0,92;5,195734E-08
0,93;5,219286E-08
0,94;5,242838E-08
0,95;5,265566E-08
0,96;5,288254E-08
0,97;5,310736E-08
0,98;5,333746E-08
0,99;5,358127E-08
1;5,379215E-08
