Tensao [V];Corrente [A]
-1;-3,41729E-11
-0,99;-3,209355E-11
-0,98;-3,200808E-11
-0,97;-3,222976E-11
-0,96;-3,073E-11
-0,95;-2,942341E-11
-0,94;-2,940236E-11
-0,93;-2,949899E-11
-0,92;-2,883764E-11
-0,91;-2,904817E-11
-0,9;-2,848096E-11
-0,89;-2,77862E-11
-0,88;-2,746419E-11
-0,87;-2,638921E-11
-0,86;-2,599911E-11
-0,85;-2,567834E-11
-0,84;-2,587774E-11
-0,83;-2,456621E-11
-0,82;-2,396309E-11
-0,81;-2,452039E-11
-0,8;-2,394821E-11
-0,79;-2,288934E-11
-0,78;-2,181807E-11
-0,77;-2,107129E-11
-0,76;-2,139701E-11
-0,75;-2,094126E-11
-0,74;-1,97672E-11
-0,73;-1,909967E-11
-0,72;-1,836278E-11
-0,71;-1,789218E-11
-0,7;-1,750453E-11
-0,69;-1,772251E-11
-0,68;-1,657941E-11
-0,67;-1,69881E-11
-0,66;-1,638249E-11
-0,65;-1,546852E-11
-0,64;-1,49236E-11
-0,63;-1,460036E-11
-0,62;-1,422015E-11
-0,61;-1,312784E-11
-0,6;-1,289625E-11
-0,59;-1,319843E-11
-0,58;-1,201322E-11
-0,57;-1,098531E-11
-0,56;-1,136675E-11
-0,55;-1,099645E-11
-0,54;-1,037352E-11
-0,53;-9,166017E-12
-0,52;-9,089234E-12
-0,51;-9,283672E-12
-0,5;-8,63472E-12
-0,49;-7,430941E-12
-0,48;-6,993768E-12
-0,47;-7,418559E-12
-0,46;-6,489712E-12
-0,45;-5,435793E-12
-0,44;-5,63518E-12
-0,43;-5,564593E-12
-0,42;-4,946601E-12
-0,41;-3,635075E-12
-0,4;-3,740345E-12
-0,39;-3,849327E-12
-0,38;-3,704429E-12
-0,37;-2,082052E-12
-0,36;-1,982976E-12
-0,35;-1,835601E-12
-0,34;-5,265532E-13
-0,33;7,162162E-14
-0,32;2,462455E-13
-0,31;-6,337076E-14
-0,3;4,815546E-13
-0,29;1,627136E-12
-0,28;2,064315E-12
-0,27;2,310771E-12
-0,26;2,65754E-12
-0,25;3,741203E-12
-0,24;4,101592E-12
-0,23;3,587631E-12
-0,22;4,429787E-12
-0,21;5,051499E-12
-0,2;5,767335E-12
-0,19;6,51289E-12
-0,18;6,254055E-12
-0,17;7,117262E-12
-0,16;7,116021E-12
-0,15;8,057259E-12
-0,14;7,556919E-12
-0,13;7,955707E-12
-0,12;9,00097E-12
-0,11;9,578096E-12
-0,1;1,037815E-11
-0,09;1,071501E-11
-0,08;1,140484E-11
-0,07;1,193366E-11
-0,06;1,261978E-11
-0,05;1,288356E-11
-0,04;1,295168E-11
-0,03;1,400315E-11
-0,02;1,465706E-11
-0,01;1,493447E-11
0;1,586703E-11
0,01;1,687266E-11
0,02;1,727146E-11
0,03;1,78399E-11
0,04;1,782754E-11
0,05;1,861519E-11
0,06;1,876629E-11
0,07;1,860157E-11
0,08;1,873409E-11
0,09;1,918118E-11
0,1;1,990443E-11
0,11;1,966294E-11
0,12;1,965303E-11
0,13;2,059301E-11
0,14;2,084938E-11
0,15;2,161353E-11
0,16;2,228602E-11
0,17;2,363098E-11
0,18;2,402236E-11
0,19;2,353316E-11
0,2;2,422298E-11
0,21;2,469112E-11
0,22;2,525585E-11
0,23;2,586394E-11
0,24;2,595558E-11
0,25;2,69798E-11
0,26;2,752719E-11
0,27;2,800154E-11
0,28;2,816873E-11
0,29;2,878548E-11
0,3;2,98865E-11
0,31;3,069644E-11
0,32;3,0637E-11
0,33;2,980722E-11
0,34;2,873718E-11
0,35;2,915704E-11
0,36;3,052431E-11
0,37;3,209714E-11
0,38;3,22656E-11
0,39;3,309905E-11
0,4;3,355113E-11
0,41;3,361923E-11
0,42;3,467566E-11
0,43;3,498155E-11
0,44;3,571472E-11
0,45;3,575559E-11
0,46;3,584227E-11
0,47;3,619276E-11
0,48;3,715009E-11
0,49;3,763185E-11
0,5;3,781763E-11
0,51;3,829076E-11
0,52;3,929017E-11
0,53;4,036887E-11
0,54;4,118628E-11
0,55;4,085559E-11
0,56;4,156894E-11
0,57;4,150084E-11
0,58;4,235164E-11
0,59;4,281237E-11
0,6;4,206806E-11
0,61;4,306132E-11
0,62;4,385145E-11
0,63;4,430099E-11
0,64;4,450163E-11
0,65;4,508002E-11
0,66;4,602372E-11
0,67;4,575993E-11
0,68;4,662807E-11
0,69;4,734513E-11
0,7;4,752472E-11
0,71;4,786898E-11
0,72;4,822695E-11
0,73;4,9562E-11
0,74;4,960783E-11
0,75;4,903068E-11
0,76;4,9671E-11
0,77;5,107666E-11
0,78;5,116709E-11
0,79;5,110515E-11
0,8;5,165998E-11
0,81;5,306069E-11
0,82;5,379882E-11
0,83;5,445148E-11
0,84;5,644045E-11
0,85;5,776932E-11
0,86;5,709437E-11
0,87;5,668449E-11
0,88;5,679595E-11
0,89;5,726406E-11
0,9;5,759225E-11
0,91;5,683179E-11
0,92;5,724544E-11
0,93;5,755508E-11
0,94;5,762196E-11
0,95;5,787956E-11
0,96;5,805793E-11
0,97;5,871918E-11
0,98;5,895576E-11
0,99;5,95428E-11
1;6,016083E-11
