Tensao [V];Corrente [A]
-1;-2,096831E-10
-0,99;-2,022247E-10
-0,98;-1,979257E-10
-0,97;-1,931254E-10
-0,96;-1,913145E-10
-0,95;-1,891757E-10
-0,94;-1,875384E-10
-0,93;-1,853289E-10
-0,92;-1,820889E-10
-0,91;-1,801161E-10
-0,9;-1,770719E-10
-0,89;-1,748451E-10
-0,88;-1,713388E-10
-0,87;-1,686227E-10
-0,86;-1,655797E-10
-0,85;-1,626E-10
-0,84;-1,596337E-10
-0,83;-1,554984E-10
-0,82;-1,528058E-10
-0,81;-1,507772E-10
-0,8;-1,475818E-10
-0,79;-1,45646E-10
-0,78;-1,428494E-10
-0,77;-1,409298E-10
-0,76;-1,384751E-10
-0,75;-1,356054E-10
-0,74;-1,325426E-10
-0,73;-1,303628E-10
-0,72;-1,29143E-10
-0,71;-1,253085E-10
-0,7;-1,229108E-10
-0,69;-1,216462E-10
-0,68;-1,181041E-10
-0,67;-1,158227E-10
-0,66;-1,14832E-10
-0,65;-1,130981E-10
-0,64;-1,085589E-10
-0,63;-1,047889E-10
-0,62;-1,022996E-10
-0,61;-9,920825E-11
-0,6;-9,482275E-11
-0,59;-8,844064E-11
-0,58;-8,503476E-11
-0,57;-8,157066E-11
-0,56;-7,685189E-11
-0,55;-7,171343E-11
-0,54;-6,556298E-11
-0,53;-6,088759E-11
-0,52;-5,504433E-11
-0,51;-4,684419E-11
-0,5;-3,975748E-11
-0,49;-3,04142E-11
-0,48;-2,000703E-11
-0,47;-9,206018E-12
-0,46;2,764163E-12
-0,45;1,633831E-11
-0,44;3,323786E-11
-0,43;5,210794E-11
-0,42;7,442352E-11
-0,41;1,00129E-10
-0,4;1,298138E-10
-0,39;1,644353E-10
-0,38;2,027946E-10
-0,37;2,461861E-10
-0,36;2,967834E-10
-0,35;3,55951E-10
-0,34;4,224296E-10
-0,33;4,977724E-10
-0,32;5,850147E-10
-0,31;6,822223E-10
-0,3;7,933469E-10
-0,29;9,193418E-10
-0,28;1,06147E-09
-0,27;1,224718E-09
-0,26;1,406072E-09
-0,25;1,614429E-09
-0,24;1,846653E-09
-0,23;2,181997E-09
-0,22;2,413211E-09
-0,21;2,732559E-09
-0,2;3,096946E-09
-0,19;3,487796E-09
-0,18;3,913612E-09
-0,17;4,380999E-09
-0,16;4,883921E-09
-0,15;5,41617E-09
-0,14;5,977772E-09
-0,13;6,580296E-09
-0,12;7,212819E-09
-0,11;7,864469E-09
-0,1;8,536436E-09
-0,09;9,228734E-09
-0,08;9,923701E-09
-0,07;1,061955E-08
-0,06;1,131467E-08
-0,05;1,201132E-08
-0,04;1,270716E-08
-0,03;1,339701E-08
-0,02;1,409174E-08
-0,01;1,477878E-08
0;1,545073E-08
0,01;1,61461E-08
0,02;1,679245E-08
0,03;1,743944E-08
0,04;1,806862E-08
0,05;1,869961E-08
0,06;1,932094E-08
0,07;1,992934E-08
0,08;2,052789E-08
0,09;2,143336E-08
0,1;2,199398E-08
0,11;2,254358E-08
0,12;2,308521E-08
0,13;2,357375E-08
0,14;2,408231E-08
0,15;2,459287E-08
0,16;2,510633E-08
0,17;2,562634E-08
0,18;2,611161E-08
0,19;2,65926E-08
0,2;2,708141E-08
0,21;2,756039E-08
0,22;2,801523E-08
0,23;2,844579E-08
0,24;2,885028E-08
0,25;2,924775E-08
0,26;2,965096E-08
0,27;3,004605E-08
0,28;3,044563E-08
0,29;3,085744E-08
0,3;3,123001E-08
0,31;3,159273E-08
0,32;3,194324E-08
0,33;3,230081E-08
0,34;3,266708E-08
0,35;3,298137E-08
0,36;3,332271E-08
0,37;3,366127E-08
0,38;3,399975E-08
0,39;3,428649E-08
0,4;3,458039E-08
0,41;3,488573E-08
0,42;3,519763E-08
0,43;3,54875E-08
0,44;3,576959E-08
0,45;3,605912E-08
0,46;3,633126E-08
0,47;3,661889E-08
0,48;3,687945E-08
0,49;3,715084E-08
0,5;3,742939E-08
0,51;3,76897E-08
0,52;3,79455E-08
0,53;3,819729E-08
0,54;3,84601E-08
0,55;3,870151E-08
0,56;3,894237E-08
0,57;3,917576E-08
0,58;3,941741E-08
0,59;3,965937E-08
0,6;3,989478E-08
0,61;4,011772E-08
0,62;4,035076E-08
0,63;4,058048E-08
0,64;4,079952E-08
0,65;4,101895E-08
0,66;4,123828E-08
0,67;4,147175E-08
0,68;4,168931E-08
0,69;4,190988E-08
0,7;4,2122E-08
0,71;4,232466E-08
0,72;4,254209E-08
0,73;4,275044E-08
0,74;4,294621E-08
0,75;4,31643E-08
0,76;4,33784E-08
0,77;4,356172E-08
0,78;4,375662E-08
0,79;4,398221E-08
0,8;4,41917E-08
0,81;4,437663E-08
0,82;4,456765E-08
0,83;4,476602E-08
0,84;4,496295E-08
0,85;4,51541E-08
0,86;4,533738E-08
0,87;4,552821E-08
0,88;4,572577E-08
0,89;4,589753E-08
0,9;4,608814E-08
0,91;4,626555E-08
0,92;4,643743E-08
0,93;4,659341E-08
0,94;4,675913E-08
0,95;4,693298E-08
0,96;4,711078E-08
0,97;4,728227E-08
0,98;4,743866E-08
0,99;4,760172E-08
1;4,777007E-08
