Tensao [V];Corrente [A]
-1;1,06703E-08
-0,99;1,149795E-08
-0,98;1,23715E-08
-0,97;1,330455E-08
-0,96;1,43094E-08
-0,95;1,539047E-08
-0,94;1,65579E-08
-0,93;1,781703E-08
-0,92;1,917101E-08
-0,91;2,063241E-08
-0,9;2,299797E-08
-0,89;2,474317E-08
-0,88;2,664718E-08
-0,87;2,869683E-08
-0,86;3,090443E-08
-0,85;3,327126E-08
-0,84;3,583237E-08
-0,83;3,860871E-08
-0,82;4,156925E-08
-0,81;4,481803E-08
-0,8;4,82502E-08
-0,79;5,19529E-08
-0,78;5,592662E-08
-0,77;6,019326E-08
-0,76;6,47971E-08
-0,75;6,974419E-08
-0,74;7,504498E-08
-0,73;8,072623E-08
-0,72;8,680055E-08
-0,71;9,330706E-08
-0,7;1,002236E-07
-0,69;1,076053E-07
-0,68;1,154532E-07
-0,67;1,238361E-07
-0,66;1,327421E-07
-0,65;1,422265E-07
-0,64;1,522809E-07
-0,63;1,629505E-07
-0,62;1,742028E-07
-0,61;1,860504E-07
-0,6;1,985352E-07
-0,59;2,115897E-07
-0,58;2,253898E-07
-0,57;2,39756E-07
-0,56;2,547542E-07
-0,55;2,702785E-07
-0,54;2,866718E-07
-0,53;3,032625E-07
-0,52;3,20401E-07
-0,51;3,380181E-07
-0,5;3,560606E-07
-0,49;3,745592E-07
-0,48;3,934899E-07
-0,47;4,127693E-07
-0,46;4,323794E-07
-0,45;4,52337E-07
-0,44;4,7256E-07
-0,43;4,929335E-07
-0,42;5,136629E-07
-0,41;5,345464E-07
-0,4;5,557148E-07
-0,39;5,772031E-07
-0,38;5,987943E-07
-0,37;6,206105E-07
-0,36;6,427067E-07
-0,35;6,650009E-07
-0,34;6,875027E-07
-0,33;7,101519E-07
-0,32;7,331088E-07
-0,31;7,561505E-07
-0,3;7,793063E-07
-0,29;8,026394E-07
-0,28;8,265691E-07
-0,27;8,501531E-07
-0,26;8,738937E-07
-0,25;8,977507E-07
-0,24;9,21834E-07
-0,23;9,4597E-07
-0,22;9,70178E-07
-0,21;9,945391E-07
-0,2;1,019074E-06
-0,19;1,043773E-06
-0,18;1,068485E-06
-0,17;1,093316E-06
-0,16;1,11817E-06
-0,15;1,143179E-06
-0,14;1,168292E-06
-0,13;1,193529E-06
-0,12;1,218664E-06
-0,11;1,244054E-06
-0,1;1,269469E-06
-0,09;1,295057E-06
-0,08;1,320733E-06
-0,07;1,34647E-06
-0,06;1,372368E-06
-0,05;1,398215E-06
-0,04;1,424227E-06
-0,03;1,450381E-06
-0,02;1,477097E-06
-0,01;1,503469E-06
0;1,52984E-06
0,01;1,55639E-06
0,02;1,582965E-06
0,03;1,60988E-06
0,04;1,636524E-06
0,05;1,663312E-06
0,06;1,69007E-06
0,07;1,717011E-06
0,08;1,743912E-06
0,09;1,771027E-06
0,1;1,798138E-06
0,11;1,825219E-06
0,12;1,852497E-06
0,13;1,879986E-06
0,14;1,907267E-06
0,15;1,934965E-06
0,16;1,962503E-06
0,17;1,990286E-06
0,18;2,017985E-06
0,19;2,045843E-06
0,2;2,073864E-06
0,21;2,101715E-06
0,22;2,130087E-06
0,23;2,158359E-06
0,24;2,186807E-06
0,25;2,215227E-06
0,26;2,243773E-06
0,27;2,272587E-06
0,28;2,301797E-06
0,29;2,330369E-06
0,3;2,359442E-06
0,31;2,388379E-06
0,32;2,417337E-06
0,33;2,44685E-06
0,34;2,47629E-06
0,35;2,5057E-06
0,36;2,535389E-06
0,37;2,564989E-06
0,38;2,59479E-06
0,39;2,624603E-06
0,4;2,654868E-06
0,41;2,684982E-06
0,42;2,715272E-06
0,43;2,745752E-06
0,44;2,77614E-06
0,45;2,806755E-06
0,46;2,837309E-06
0,47;2,868326E-06
0,48;2,89938E-06
0,49;2,930548E-06
0,5;2,962043E-06
0,51;2,993183E-06
0,52;3,024476E-06
0,53;3,056282E-06
0,54;3,088489E-06
0,55;3,120295E-06
0,56;3,152016E-06
0,57;3,184123E-06
0,58;3,21573E-06
0,59;3,248102E-06
0,6;3,280132E-06
0,61;3,312917E-06
0,62;3,345126E-06
0,63;3,377534E-06
0,64;3,410295E-06
0,65;3,442916E-06
0,66;3,475637E-06
0,67;3,508927E-06
0,68;3,541509E-06
0,69;3,57428E-06
0,7;3,607742E-06
0,71;3,640817E-06
0,72;3,674026E-06
0,73;3,707324E-06
0,74;3,74071E-06
0,75;3,77391E-06
0,76;3,80756E-06
0,77;3,841031E-06
0,78;3,874884E-06
0,79;3,908334E-06
0,8;3,942786E-06
0,81;3,976512E-06
0,82;4,010285E-06
0,83;4,043957E-06
0,84;4,077532E-06
0,85;4,111912E-06
0,86;4,146664E-06
0,87;4,180136E-06
0,88;4,213714E-06
0,89;4,248378E-06
0,9;4,282441E-06
0,91;4,315741E-06
0,92;4,350867E-06
0,93;4,384381E-06
0,94;4,418773E-06
0,95;4,451945E-06
0,96;4,486697E-06
0,97;4,520132E-06
0,98;4,555075E-06
0,99;4,588673E-06
1;4,622888E-06
