Tensao [V];Corrente [A]
-2;-8,111503E-10
-1,98;-7,948228E-10
-1,96;-7,839246E-10
-1,94;-7,722755E-10
-1,92;-7,606305E-10
-1,9;-7,541618E-10
-1,88;-7,468868E-10
-1,86;-7,395097E-10
-1,84;-7,300048E-10
-1,82;-7,20287E-10
-1,8;-7,148303E-10
-1,78;-7,055801E-10
-1,76;-6,996288E-10
-1,74;-6,912404E-10
-1,72;-6,817333E-10
-1,7;-6,705949E-10
-1,68;-6,596932E-10
-1,66;-6,498812E-10
-1,64;-6,38359E-10
-1,62;-6,24314E-10
-1,6;-6,082629E-10
-1,58;-5,927243E-10
-1,56;-5,783412E-10
-1,54;-5,588175E-10
-1,52;-5,352033E-10
-1,5;-5,112611E-10
-1,48;-4,825256E-10
-1,46;-4,523653E-10
-1,44;-4,181611E-10
-1,42;-3,815447E-10
-1,4;-3,367892E-10
-1,38;-2,898618E-10
-1,36;-2,406196E-10
-1,34;-1,834058E-10
-1,32;-1,199019E-10
-1,3;-4,717671E-11
-1,28;2,73246E-11
-1,26;1,099109E-10
-1,24;2,029952E-10
-1,22;3,017482E-10
-1,2;4,163765E-10
-1,18;5,377839E-10
-1,16;6,749975E-10
-1,14;8,25397E-10
-1,12;9,898607E-10
-1,1;1,179063E-09
-1,08;1,388548E-09
-1,06;1,627113E-09
-1,04;1,893647E-09
-1,02;2,255979E-09
-1;2,554121E-09
-0,98;2,957888E-09
-0,96;3,43358E-09
-0,94;3,99094E-09
-0,92;4,638301E-09
-0,9;5,393528E-09
-0,88;6,280009E-09
-0,86;7,32007E-09
-0,84;8,530584E-09
-0,82;9,942341E-09
-0,8;1,15958E-08
-0,78;1,351241E-08
-0,76;1,573013E-08
-0,74;1,829007E-08
-0,72;2,27334E-08
-0,7;2,63868E-08
-0,68;3,056553E-08
-0,66;3,532906E-08
-0,64;4,077695E-08
-0,62;4,697874E-08
-0,6;5,401537E-08
-0,58;6,196021E-08
-0,56;7,095426E-08
-0,54;8,112959E-08
-0,52;9,231245E-08
-0,5;1,045662E-07
-0,48;1,178822E-07
-0,46;1,322676E-07
-0,44;1,476307E-07
-0,42;1,637864E-07
-0,4;1,807071E-07
-0,38;1,983992E-07
-0,36;2,166265E-07
-0,34;2,356149E-07
-0,32;2,550357E-07
-0,3;2,749488E-07
-0,28;2,955947E-07
-0,26;3,165594E-07
-0,24;3,379427E-07
-0,22;3,596429E-07
-0,2;3,816509E-07
-0,18;4,039398E-07
-0,16;4,264232E-07
-0,14;4,49086E-07
-0,12;4,717985E-07
-0,1;4,94649E-07
-0,08;5,176229E-07
-0,06;5,408092E-07
-0,04;5,640807E-07
-0,02;5,875772E-07
0;6,110859E-07
0,02;6,346501E-07
0,04;6,584509E-07
0,06;6,821498E-07
0,08;7,058483E-07
0,1;7,296757E-07
0,12;7,535348E-07
0,14;7,772636E-07
0,16;8,011668E-07
0,18;8,252343E-07
0,2;8,491957E-07
0,22;8,732738E-07
0,24;8,974373E-07
0,26;9,215419E-07
0,28;9,456626E-07
0,3;9,698964E-07
0,32;9,93938E-07
0,34;1,01818E-06
0,36;1,042259E-06
0,38;1,066389E-06
0,4;1,090717E-06
0,42;1,115205E-06
0,44;1,13958E-06
0,46;1,163959E-06
0,48;1,188485E-06
0,5;1,213095E-06
0,52;1,237591E-06
0,54;1,26244E-06
0,56;1,286997E-06
0,58;1,311671E-06
0,6;1,336332E-06
0,62;1,361188E-06
0,64;1,386057E-06
0,66;1,410632E-06
0,68;1,435265E-06
0,7;1,460165E-06
0,72;1,484716E-06
0,74;1,509293E-06
0,76;1,534062E-06
0,78;1,558815E-06
0,8;1,583083E-06
0,82;1,60759E-06
0,84;1,631646E-06
0,86;1,656009E-06
0,88;1,679963E-06
0,9;1,704017E-06
0,92;1,727987E-06
0,94;1,751734E-06
0,96;1,775214E-06
0,98;1,798809E-06
1;1,821814E-06
1,02;1,844611E-06
1,04;1,867754E-06
1,06;1,890003E-06
1,08;1,912784E-06
1,1;1,93427E-06
1,12;1,95646E-06
1,14;1,97787E-06
1,16;1,99927E-06
1,18;2,020999E-06
1,2;2,041553E-06
1,22;2,062586E-06
1,24;2,083167E-06
1,26;2,102284E-06
1,28;2,123245E-06
1,3;2,142816E-06
1,32;2,162602E-06
1,34;2,180942E-06
1,36;2,199861E-06
1,38;2,218954E-06
1,4;2,237385E-06
1,42;2,255677E-06
1,44;2,273304E-06
1,46;2,290704E-06
1,48;2,308272E-06
1,5;2,325746E-06
1,52;2,342659E-06
1,54;2,35917E-06
1,56;2,375593E-06
1,58;2,391365E-06
1,6;2,406837E-06
1,62;2,421943E-06
1,64;2,437691E-06
1,66;2,452685E-06
1,68;2,467678E-06
1,7;2,483051E-06
1,72;2,497242E-06
1,74;2,51166E-06
1,76;2,525602E-06
1,78;2,539115E-06
1,8;2,552204E-06
1,82;2,565959E-06
1,84;2,578934E-06
1,86;2,591924E-06
1,88;2,604447E-06
1,9;2,616809E-06
1,92;2,629322E-06
1,94;2,641419E-06
1,96;2,653193E-06
1,98;2,665002E-06
2;2,676197E-06
