Tensao [V];Corrente [A]
-2;-6,070827E-10
-1,98;-5,913618E-10
-1,96;-5,772488E-10
-1,94;-5,6709E-10
-1,92;-5,583801E-10
-1,9;-5,533682E-10
-1,88;-5,473444E-10
-1,86;-5,427251E-10
-1,84;-5,377172E-10
-1,82;-5,309415E-10
-1,8;-5,260373E-10
-1,78;-5,196684E-10
-1,76;-5,152309E-10
-1,74;-5,10863E-10
-1,72;-5,042446E-10
-1,7;-5,020961E-10
-1,68;-4,96725E-10
-1,66;-4,92196E-10
-1,64;-4,865243E-10
-1,62;-4,77944E-10
-1,6;-4,690992E-10
-1,58;-4,609319E-10
-1,56;-4,544202E-10
-1,54;-4,483919E-10
-1,52;-4,442848E-10
-1,5;-4,38966E-10
-1,48;-4,315452E-10
-1,46;-4,267563E-10
-1,44;-4,226348E-10
-1,42;-4,148824E-10
-1,4;-4,050033E-10
-1,38;-3,947057E-10
-1,36;-3,870856E-10
-1,34;-3,762002E-10
-1,32;-3,64185E-10
-1,3;-3,494562E-10
-1,28;-3,354383E-10
-1,26;-3,195978E-10
-1,24;-2,991377E-10
-1,22;-2,786044E-10
-1,2;-2,55971E-10
-1,18;-2,30395E-10
-1,16;-1,976026E-10
-1,14;-1,627346E-10
-1,12;-1,250456E-10
-1,1;-8,022805E-11
-1,08;-3,063271E-11
-1,06;3,075027E-11
-1,04;9,66774E-11
-1,02;1,698197E-10
-1;2,544656E-10
-0,98;3,503099E-10
-0,96;4,611355E-10
-0,94;5,821802E-10
-0,92;7,230234E-10
-0,9;8,912793E-10
-0,88;1,085184E-09
-0,86;1,310888E-09
-0,84;1,576712E-09
-0,82;1,894307E-09
-0,8;2,385859E-09
-0,78;2,738954E-09
-0,76;3,277925E-09
-0,74;3,943626E-09
-0,72;4,753002E-09
-0,7;5,736347E-09
-0,68;6,927265E-09
-0,66;8,379842E-09
-0,64;1,014079E-08
-0,62;1,228831E-08
-0,6;1,490409E-08
-0,58;1,807581E-08
-0,56;2,38259E-08
-0,54;2,88626E-08
-0,52;3,478106E-08
-0,5;4,179329E-08
-0,48;5,002552E-08
-0,46;5,952868E-08
-0,44;7,035381E-08
-0,42;8,260415E-08
-0,4;9,631702E-08
-0,38;1,114044E-07
-0,36;1,277761E-07
-0,34;1,45326E-07
-0,32;1,639385E-07
-0,3;1,834343E-07
-0,28;2,037449E-07
-0,26;2,242083E-07
-0,24;2,451677E-07
-0,22;2,662027E-07
-0,2;2,87363E-07
-0,18;3,086551E-07
-0,16;3,300063E-07
-0,14;3,514046E-07
-0,12;3,728506E-07
-0,1;3,944065E-07
-0,08;4,160099E-07
-0,06;4,376734E-07
-0,04;4,593716E-07
-0,02;4,813729E-07
0;5,032371E-07
0,02;5,251958E-07
0,04;5,474041E-07
0,06;5,694337E-07
0,08;5,915589E-07
0,1;6,137488E-07
0,12;6,359984E-07
0,14;6,582661E-07
0,16;6,806334E-07
0,18;7,030567E-07
0,2;7,255235E-07
0,22;7,480269E-07
0,24;7,705041E-07
0,26;7,930988E-07
0,28;8,157208E-07
0,3;8,385902E-07
0,32;8,612427E-07
0,34;8,839668E-07
0,36;9,067748E-07
0,38;9,295359E-07
0,4;9,524052E-07
0,42;9,752246E-07
0,44;9,980731E-07
0,46;1,02099E-06
0,48;1,043915E-06
0,5;1,066868E-06
0,52;1,089905E-06
0,54;1,113115E-06
0,56;1,136164E-06
0,58;1,15925E-06
0,6;1,182324E-06
0,62;1,205394E-06
0,64;1,228412E-06
0,66;1,25137E-06
0,68;1,274377E-06
0,7;1,297302E-06
0,72;1,320164E-06
0,74;1,343021E-06
0,76;1,365815E-06
0,78;1,38853E-06
0,8;1,411341E-06
0,82;1,433808E-06
0,84;1,456347E-06
0,86;1,478613E-06
0,88;1,500686E-06
0,9;1,522523E-06
0,92;1,544379E-06
0,94;1,566132E-06
0,96;1,58753E-06
0,98;1,608777E-06
1;1,629775E-06
1,02;1,650569E-06
1,04;1,671116E-06
1,06;1,691694E-06
1,08;1,711824E-06
1,1;1,731794E-06
1,12;1,751427E-06
1,14;1,77079E-06
1,16;1,789952E-06
1,18;1,808872E-06
1,2;1,827431E-06
1,22;1,845805E-06
1,24;1,8638E-06
1,26;1,881586E-06
1,28;1,899066E-06
1,3;1,916167E-06
1,32;1,933382E-06
1,34;1,950055E-06
1,36;1,966368E-06
1,38;1,982605E-06
1,4;1,998361E-06
1,42;2,013948E-06
1,44;2,029217E-06
1,46;2,044149E-06
1,48;2,058841E-06
1,5;2,073161E-06
1,52;2,087311E-06
1,54;2,099133E-06
1,56;2,114641E-06
1,58;2,127993E-06
1,6;2,141157E-06
1,62;2,153771E-06
1,64;2,166144E-06
1,66;2,178444E-06
1,68;2,19053E-06
1,7;2,202314E-06
1,72;2,21395E-06
1,74;2,225471E-06
1,76;2,236705E-06
1,78;2,247749E-06
1,8;2,25853E-06
1,82;2,269313E-06
1,84;2,279833E-06
1,86;2,290112E-06
1,88;2,300168E-06
1,9;2,310172E-06
1,92;2,319775E-06
1,94;2,329605E-06
1,96;2,339072E-06
1,98;2,348398E-06
2;2,357713E-06
