Tensao [V];Corrente [A]
-5;-1,651577E-09
-4,9;-1,581332E-09
-4,8;-1,542064E-09
-4,7;-1,514731E-09
-4,6;-1,488071E-09
-4,5;-1,464218E-09
-4,4;-1,442141E-09
-4,3;-1,420155E-09
-4,2;-1,397781E-09
-4,1;-1,376718E-09
-4;-1,356324E-09
-3,9;-1,339281E-09
-3,8;-1,321801E-09
-3,7;-1,303293E-09
-3,6;-1,283912E-09
-3,5;-1,264188E-09
-3,4;-1,248247E-09
-3,3;-1,232605E-09
-3,2;-1,214139E-09
-3,1;-1,195809E-09
-3;-1,176303E-09
-2,9;-1,15898E-09
-2,8;-1,143204E-09
-2,7;-1,12455E-09
-2,6;-1,104284E-09
-2,5;-1,084794E-09
-2,4;-1,068336E-09
-2,3;-1,049778E-09
-2,2;-1,031831E-09
-2,1;-1,014793E-09
-2;-9,960484E-10
-1,9;-9,773958E-10
-1,8;-9,554382E-10
-1,7;-9,275443E-10
-1,6;-8,928229E-10
-1,5;-8,451883E-10
-1,4;-7,712449E-10
-1,3;-6,305023E-10
-1,2;-3,570515E-10
-1,1;1,907611E-10
-1;1,243876E-09
-0,9;4,229407E-09
-0,8;7,744167E-09
-0,7;1,801312E-08
-0,6;5,928732E-08
-0,5;1,439078E-07
-0,4;2,990732E-07
-0,3;4,943494E-07
-0,2;6,990439E-07
-0,1;9,104057E-07
0;1,131136E-06
0,1;1,360779E-06
0,2;1,597841E-06
0,3;1,84333E-06
0,4;2,097171E-06
0,5;2,359641E-06
0,6;2,632614E-06
0,7;2,913448E-06
0,8;3,201441E-06
0,9;3,492256E-06
1;3,784286E-06
1,1;4,076016E-06
1,2;4,364173E-06
1,3;4,648431E-06
1,4;4,928273E-06
1,5;5,202463E-06
1,6;5,472005E-06
1,7;5,735259E-06
1,8;5,992831E-06
1,9;6,245302E-06
2;6,49107E-06
2,1;6,730602E-06
2,2;6,962836E-06
2,3;7,18795E-06
2,4;7,406826E-06
2,5;7,618281E-06
2,6;7,82295E-06
2,7;8,019706E-06
2,8;8,207912E-06
2,9;8,387235E-06
3;8,555959E-06
3,1;8,715417E-06
3,2;8,864887E-06
3,3;9,005005E-06
3,4;9,13589E-06
3,5;9,259185E-06
3,6;9,374844E-06
3,7;9,483781E-06
3,8;9,584603E-06
3,9;9,679359E-06
4;9,767509E-06
4,1;9,848777E-06
4,2;9,923623E-06
4,3;9,993047E-06
4,4;1,005762E-05
4,5;1,011724E-05
4,6;1,017235E-05
4,7;1,022525E-05
4,8;1,027443E-05
4,9;1,032153E-05
5;1,036575E-05
