Tensao [V];Corrente [A]
3;1,956372E-09
3,01;1,960795E-09
3,02;1,964765E-09
3,03;1,967384E-09
3,04;1,96913E-09
3,05;1,971932E-09
3,06;1,974672E-09
3,07;1,976529E-09
3,08;1,980021E-09
3,09;1,983417E-09
3,1;1,985467E-09
3,11;1,987817E-09
3,12;1,990674E-09
3,13;1,994569E-09
3,14;1,998027E-09
3,15;2,000839E-09
3,16;2,003377E-09
3,17;2,006031E-09
3,18;2,009356E-09
3,19;2,012089E-09
3,2;2,013627E-09
3,21;2,016255E-09
3,22;2,01921E-09
3,23;2,020827E-09
3,24;2,023334E-09
3,25;2,026938E-09
3,26;2,028841E-09
3,27;2,030971E-09
3,28;2,033165E-09
3,29;2,035785E-09
3,3;2,038673E-09
3,31;2,041026E-09
3,32;2,043016E-09
3,33;2,045282E-09
3,34;2,048748E-09
3,35;2,051817E-09
3,36;2,054707E-09
3,37;2,057167E-09
3,38;2,059689E-09
3,39;2,063808E-09
3,4;2,067575E-09
3,41;2,070191E-09
3,42;2,07209E-09
3,43;2,074646E-09
3,44;2,076863E-09
3,45;2,079571E-09
3,46;2,081691E-09
3,47;2,083962E-09
3,48;2,086338E-09
3,49;2,090526E-09
3,5;2,094128E-09
3,51;2,096126E-09
3,52;2,097108E-09
3,53;2,099063E-09
3,54;2,052538E-09
3,55;2,097511E-09
3,56;2,105002E-09
3,57;2,108349E-09
3,58;2,113064E-09
3,59;2,115725E-09
3,6;2,117865E-09
3,61;2,120842E-09
3,62;2,124298E-09
3,63;2,126528E-09
3,64;2,129003E-09
3,65;2,130642E-09
3,66;2,132162E-09
3,67;2,13496E-09
3,68;2,138322E-09
3,69;2,140425E-09
3,7;2,141989E-09
3,71;2,145537E-09
3,72;2,147944E-09
3,73;2,149772E-09
3,74;2,151484E-09
3,75;2,153347E-09
3,76;2,156002E-09
3,77;2,158888E-09
3,78;2,161369E-09
3,79;2,163244E-09
3,8;2,165995E-09
3,81;2,168565E-09
3,82;2,170577E-09
3,83;2,173145E-09
3,84;2,176095E-09
3,85;2,178653E-09
3,86;2,181503E-09
3,87;2,184512E-09
3,88;2,188259E-09
3,89;2,189439E-09
3,9;2,190616E-09
3,91;2,192527E-09
3,92;2,195411E-09
3,93;2,19794E-09
3,94;2,200025E-09
3,95;2,200893E-09
3,96;2,202719E-09
3,97;2,206723E-09
3,98;2,208585E-09
3,99;2,209957E-09
4;2,212545E-09
